,Astrocyte,Endothelial,Excitatory,Inhibitory,Microglia,OD
-2171.778086_3045.402956,0.31467417,0.11976232,0.15500645,0.2085277,0.17308994,0.028939482
-2171.778086_3145.402956,0.1902752,0.111526035,0.14594011,0.16821451,0.09999612,0.28404802
-2171.778086_3245.402956,0.2731514,0.24281688,0.10928624,0.103776,0.12865993,0.1423095
-2171.778086_3345.402956,0.25123268,0.14368439,0.13674311,0.2502351,0.046923157,0.17118157
-2171.778086_3445.402956,0.24705076,0.14157626,0.33327565,0.25136662,0.0050728098,0.02165787
-2171.778086_3545.402956,0.27779064,0.19678798,0.18965508,0.29030928,0.006506255,0.038950752
-2171.778086_3645.402956,0.26008683,0.008878581,0.16203558,0.5058833,0.014050989,0.04906475
-2171.778086_3745.402956,0.3185924,0.13959956,0.14741491,0.15072505,0.008180275,0.23548785
-2171.778086_3845.402956,0.3263708,0.18787837,0.16779537,0.1991208,0.015526509,0.10330814
-2171.778086_3945.402956,0.20187975,0.21275067,0.1015916,0.22057384,0.0105354395,0.25266868
-2171.778086_4045.402956,0.3384748,0.01894494,0.12678854,0.18361299,0.056628585,0.27555013
-2171.778086_4145.402956,0.22183095,0.26727703,0.054276746,0.13913667,0.07140795,0.24607055
-2171.778086_4245.402956,0.05329452,0.011705832,0.2153691,0.18600331,0.14464565,0.38898155
-2271.778086_2745.402956,0.4063746,0.0095783975,0.014630175,0.1572552,0.17654262,0.23561898
-2271.778086_2845.402956,0.22071059,0.16256766,0.22259907,0.16364557,0.11099045,0.11948672
-2271.778086_2945.402956,0.33334786,0.26479724,0.16161117,0.092954546,0.01093348,0.13635562
-2271.778086_3045.402956,0.009357092,0.009743531,0.32693678,0.42746207,0.029541204,0.19695929
-2271.778086_3145.402956,0.257195,0.15218325,0.20283446,0.22869124,0.12044403,0.038652007
-2271.778086_3245.402956,0.18179257,0.06661309,0.13939436,0.2320263,0.10415647,0.27601722
-2271.778086_3345.402956,0.07762781,0.226651,0.2328193,0.45438397,0.00047706315,0.008040896
-2271.778086_3445.402956,0.12147395,0.18471166,0.1518138,0.19240318,0.0080393,0.34155813
-2271.778086_3545.402956,0.051766317,0.00943793,0.2801402,0.61915386,0.019181438,0.020320341
-2271.778086_3645.402956,0.20288491,0.06460762,0.07153345,0.1540222,0.060150195,0.4468017
-2271.778086_3745.402956,0.23063396,0.36254612,0.0460089,0.14519976,0.009926487,0.2056848
-2271.778086_3845.402956,0.110395394,0.29560265,0.14215294,0.32386485,0.008813806,0.11917033
-2271.778086_3945.402956,0.1723563,0.021821827,0.15848711,0.2887229,0.110553615,0.24805818
-2271.778086_4045.402956,0.34278455,0.1767358,0.1607131,0.24180451,0.030285507,0.04767652
-2271.778086_4145.402956,0.28536817,0.008525664,0.1832529,0.027133549,0.2149044,0.28081536
-2271.778086_4245.402956,0.0973387,0.09798899,0.05951276,0.07474471,0.14609933,0.5243156
-2371.778086_2745.402956,0.4154353,0.124495134,0.0643495,0.28304172,0.055287905,0.05739046
-2371.778086_2845.402956,0.16651371,0.4624171,0.1359314,0.11583203,0.04345208,0.07585366
-2371.778086_2945.402956,0.37149706,0.09313975,0.30757377,0.14859162,0.0217924,0.057405446
-2371.778086_3045.402956,0.05144148,0.057323523,0.25683048,0.5379666,0.06706226,0.029375605
-2371.778086_3145.402956,0.27203956,0.0035241798,0.28935444,0.37167293,0.032521423,0.03088743
-2371.778086_3245.402956,0.36120787,0.051679987,0.3171931,0.24989533,0.0021768108,0.017846894
-2371.778086_3345.402956,0.22481513,0.31257117,0.23525085,0.14920793,0.011295878,0.06685905
-2371.778086_3445.402956,0.23946378,0.01855806,0.16435489,0.29426005,0.12610935,0.15725385
-2371.778086_3545.402956,0.22332498,0.16578129,0.31982967,0.26844525,0.002169464,0.020449344
-2371.778086_3645.402956,0.2552327,0.09964061,0.096932665,0.25163108,0.025239684,0.27132323
-2371.778086_3745.402956,0.21568254,0.031433742,0.1432256,0.20800865,0.066478655,0.33517087
-2371.778086_3845.402956,0.13757178,0.09955848,0.28857777,0.29408365,0.019935943,0.1602724
-2371.778086_3945.402956,0.07131711,0.20124406,0.30026838,0.40568674,0.0007105946,0.020773137
-2371.778086_4045.402956,0.2843707,0.07999768,0.12174908,0.23066522,0.042948622,0.24026868
-2371.778086_4145.402956,0.18412958,0.09348642,0.09632064,0.13110259,0.06802638,0.42693442
-2371.778086_4245.402956,0.011965663,0.04772709,0.07607709,0.07565931,0.14361042,0.64496046
-2471.778086_2745.402956,0.09149404,0.11386113,0.16544345,0.36665428,0.17227985,0.09026723
-2471.778086_2845.402956,0.1645307,0.21044783,0.3468199,0.20267732,0.037769783,0.037754457
-2471.778086_2945.402956,0.28529042,0.036611713,0.18596387,0.22155069,0.04778727,0.22279601
-2471.778086_3045.402956,0.116468705,0.33042932,0.14951909,0.14986722,0.018635144,0.23508053
-2471.778086_3145.402956,0.24734816,0.01642051,0.26405364,0.32245702,0.08760984,0.062110852
-2471.778086_3245.402956,0.37728664,0.006077138,0.36960864,0.19268022,0.009921906,0.044425447
-2471.778086_3345.402956,0.27105278,0.0076228133,0.18401264,0.49078974,0.0026658783,0.04385614
-2471.778086_3445.402956,0.15662755,0.31135732,0.2287876,0.26397857,0.0009856086,0.038263362
-2471.778086_3545.402956,0.26831985,0.13740537,0.25265476,0.32106644,0.0009238077,0.019629737
-2471.778086_3645.402956,0.2795838,0.101014555,0.1855113,0.22468388,0.098880485,0.11032601
-2471.778086_3745.402956,0.211148,0.02710644,0.3113996,0.38792866,0.0019179536,0.060499318
-2471.778086_3845.402956,0.2993961,0.2640267,0.12082342,0.23612839,0.023777064,0.05584827
-2471.778086_3945.402956,0.3639671,0.103230044,0.07557718,0.2161433,0.06972096,0.17136145
-2471.778086_4045.402956,0.35546693,0.25817317,0.083095655,0.12335368,0.09125902,0.08865161
-2471.778086_4145.402956,0.25726646,0.35981086,0.015002431,0.03804008,0.08683832,0.24304183
-2471.778086_4245.402956,0.18347982,0.120199226,0.029029796,0.012849116,0.058468077,0.5959739
-2571.778086_2745.402956,0.019994643,0.04201514,0.14043659,0.54132813,0.07444659,0.18177895
-2571.778086_2845.402956,0.24750674,0.16813186,0.07054567,0.21108781,0.051880077,0.25084788
-2571.778086_2945.402956,0.026366252,0.44195336,0.25361958,0.22946458,0.0056721526,0.042924073
-2571.778086_3045.402956,0.11906313,0.19343875,0.3574031,0.2830205,0.016295116,0.030779395
-2571.778086_3145.402956,0.013545277,0.3251967,0.2583464,0.3048892,0.020460542,0.07756182
-2571.778086_3245.402956,0.1341864,0.018462066,0.3011785,0.4401889,0.03950448,0.06647961
-2571.778086_3345.402956,0.11808361,0.2784615,0.2608527,0.24669333,0.0761472,0.019761685
-2571.778086_3445.402956,0.20427655,0.31700188,0.17233592,0.21374561,0.008024352,0.08461564
-2571.778086_3545.402956,0.1942215,0.25331643,0.22085556,0.27390867,0.018994514,0.038703308
-2571.778086_3645.402956,0.26494673,0.11165669,0.21189919,0.33495423,0.05260494,0.023938213
-2571.778086_3745.402956,0.2596902,0.12539795,0.22551584,0.27299035,0.045901027,0.0705047
-2571.778086_3845.402956,0.33320805,0.054472372,0.18663992,0.34309983,0.04432998,0.038249824
-2571.778086_3945.402956,0.27971438,0.26822644,0.13613819,0.18879405,0.06358821,0.063538745
-2571.778086_4045.402956,0.104997955,0.006056634,0.00095449423,0.02048715,0.07354116,0.79396254
-2571.778086_4145.402956,0.18449967,0.21990258,0.00405179,0.09611657,0.04512285,0.4503065
-2571.778086_4245.402956,0.04675745,0.0140875345,0.1650384,0.09726544,0.033901967,0.6429492
-2671.778086_2745.402956,0.22621848,0.04318708,0.10454133,0.1203369,0.28322333,0.22249289
-2671.778086_2845.402956,0.23552334,0.03180012,0.18165174,0.12718861,0.08881121,0.33502498
-2671.778086_2945.402956,0.07036951,0.33539537,0.06437421,0.07127114,0.018286714,0.44030306
-2671.778086_3045.402956,0.34121224,0.36310852,0.123161644,0.12754406,0.0055938517,0.039379768
-2671.778086_3145.402956,0.5740248,0.19398253,0.0051635415,0.05872374,0.13290612,0.03519926
-2671.778086_3245.402956,0.67606866,0.004501991,0.11321113,0.074824885,0.066233695,0.06515961
-2671.778086_3345.402956,0.12584098,0.048568465,0.36614168,0.41739434,0.0033923255,0.038662218
-2671.778086_3445.402956,0.17632106,0.17838205,0.14928487,0.24310818,0.014426781,0.23847707
-2671.778086_3545.402956,0.38880664,0.01699563,0.28048468,0.25400805,0.0042994404,0.05540555
-2671.778086_3645.402956,0.4579585,0.2675587,0.07489209,0.17124358,0.010060609,0.018286584
-2671.778086_3745.402956,0.24672616,0.2603799,0.12583728,0.3396142,0.0046296003,0.022812834
-2671.778086_3845.402956,0.29916468,0.19369356,0.20006692,0.13968167,0.120799825,0.046593294
-2671.778086_3945.402956,0.38924173,0.13767846,0.04052006,0.04342177,0.08173075,0.30740723
-2671.778086_4045.402956,0.14174367,0.006632881,3.1394552e-06,5.578106e-07,0.10343695,0.74818283
-2671.778086_4145.402956,0.038701717,0.004365635,2.738357e-05,1.0808607e-06,0.09254312,0.86436105
-2671.778086_4245.402956,0.52873045,0.004251433,0.046233404,0.0012900465,0.21315165,0.20634304
-2771.778086_2745.402956,0.31689233,0.0897569,0.13771904,0.1252311,0.13958512,0.19081546
-2771.778086_2845.402956,0.003916036,0.13784564,0.25651512,0.2815616,0.2277285,0.09243309
-2771.778086_2945.402956,0.26820898,0.20522319,0.01125863,0.027757412,0.27959427,0.20795745
-2771.778086_3045.402956,0.513604,0.20102255,0.09767911,0.106031165,0.01644506,0.0652181
-2771.778086_3145.402956,0.39447454,0.20699902,0.15067118,0.12444271,0.06796416,0.05544844
-2771.778086_3245.402956,0.07400185,0.024923868,0.18442991,0.44791222,0.20555471,0.063177444
-2771.778086_3345.402956,0.40730795,0.24507548,0.078700036,0.23985168,0.0030737764,0.025991036
-2771.778086_3445.402956,0.45010158,0.11985159,0.113150924,0.294993,0.00033483154,0.021567993
-2771.778086_3545.402956,0.5060297,0.05357873,0.14871109,0.23824516,0.0039792554,0.04945607
-2771.778086_3645.402956,0.36151096,0.2207563,0.10067976,0.14765897,0.123125836,0.046268128
-2771.778086_3745.402956,0.58491504,0.017300365,0.059420973,0.23888332,0.015322785,0.08415753
-2771.778086_3845.402956,0.18001293,0.51644826,0.1089696,0.08157496,0.03907482,0.07391942
-2771.778086_3945.402956,0.04017872,0.09149935,0.038637616,0.09202175,0.06152569,0.67613685
-2771.778086_4045.402956,0.047174457,0.067053445,3.0848759e-07,2.3178211e-07,0.07293455,0.812837
-2771.778086_4145.402956,0.03247852,0.07670375,4.71772e-07,2.8570417e-07,0.06665905,0.8241579
-2771.778086_4245.402956,0.10000861,0.008621733,0.00020978758,0.0001990456,0.7175147,0.17344609
-2871.778086_2745.402956,0.041349623,0.16584134,0.18343344,0.49642545,0.04554043,0.067409664
-2871.778086_2845.402956,0.100293614,0.10204318,0.1272987,0.32450733,0.056642365,0.28921473
-2871.778086_2945.402956,0.18882017,0.12015727,0.22852388,0.36852482,0.029125888,0.06484798
-2871.778086_3045.402956,0.18469195,0.26801342,0.26231596,0.1803137,0.02630313,0.078361854
-2871.778086_3145.402956,0.02548714,0.010526505,0.5448183,0.30794162,0.06269152,0.048534896
-2871.778086_3245.402956,0.0755761,0.13891754,0.28836173,0.34336618,0.12507614,0.028702324
-2871.778086_3345.402956,0.10894281,0.024778506,0.41707173,0.39769974,0.006034981,0.045472156
-2871.778086_3445.402956,0.06427384,0.011805491,0.27235037,0.39636657,0.03436455,0.22083916
-2871.778086_3545.402956,0.31164145,0.0030413587,0.12694666,0.20857823,0.108455956,0.24133632
-2871.778086_3645.402956,0.3108142,0.08043593,0.11999612,0.1927318,0.028126407,0.26789558
-2871.778086_3745.402956,0.407966,0.09365987,0.19451988,0.27798343,0.008574744,0.017296085
-2871.778086_3845.402956,0.4931499,0.20396984,0.09806196,0.18081172,0.0018392554,0.022167314
-2871.778086_3945.402956,0.28134945,0.12426633,0.08125568,0.1391341,0.03661917,0.3373753
-2871.778086_4045.402956,0.07196633,0.0047706254,1.2580275e-05,4.508257e-06,0.1741565,0.74908936
-2871.778086_4145.402956,0.005975463,0.00393846,1.60478e-06,6.0893967e-06,0.1513976,0.8386808
-2871.778086_4245.402956,0.26631874,0.65128577,2.9438994e-05,4.144954e-06,0.06079395,0.021567924
-2971.778086_2745.402956,0.19196312,0.1598696,0.13021751,0.38186404,0.062154353,0.07393144
-2971.778086_2845.402956,0.30460623,0.19537778,0.19027053,0.22203876,0.05002527,0.037681427
-2971.778086_2945.402956,0.34561488,0.14745554,0.18166943,0.2207012,0.02638813,0.07817087
-2971.778086_3045.402956,0.4182287,0.22225566,0.13872702,0.17993478,0.010053992,0.030799778
-2971.778086_3145.402956,0.08344311,0.23247543,0.2982847,0.36623108,0.0051703993,0.014395221
-2971.778086_3245.402956,0.24856102,0.20129354,0.27962652,0.24694993,0.0007036373,0.022865376
-2971.778086_3345.402956,0.35759526,0.14318514,0.10938401,0.10395273,0.060476463,0.2254064
-2971.778086_3445.402956,0.08540453,0.14810081,0.24709353,0.40095615,0.08539493,0.033049967
-2971.778086_3545.402956,0.11333816,0.11222675,0.29725882,0.40935242,0.0267024,0.04112145
-2971.778086_3645.402956,0.16948904,0.11282235,0.2728448,0.40531316,0.004485352,0.035045303
-2971.778086_3745.402956,0.1951533,0.19887677,0.24697213,0.2571868,0.013775782,0.08803518
-2971.778086_3845.402956,0.35189784,0.12014475,0.22995298,0.24244657,0.0190826,0.036475293
-2971.778086_3945.402956,0.2666798,0.040552918,0.20127292,0.2345346,0.034776453,0.22218333
-2971.778086_4045.402956,0.30749038,0.2816888,0.098666385,0.10792709,0.036811747,0.16741554
-2971.778086_4145.402956,0.33119527,0.12853602,0.039629057,0.124530174,0.046676096,0.32943338
-2971.778086_4245.402956,0.43100116,0.037332986,0.08163681,0.114129655,0.062079422,0.27381998
-3071.778086_2745.402956,0.2545592,0.14500137,0.19896266,0.20488961,0.037702687,0.15888442
-3071.778086_2845.402956,0.17618082,0.25313178,0.29392338,0.22008511,0.021339884,0.035339065
-3071.778086_2945.402956,0.16765633,0.44089153,0.14026278,0.17561959,0.009024583,0.06654513
-3071.778086_3045.402956,0.19578855,0.16878262,0.14110808,0.18312018,0.052144162,0.25905642
-3071.778086_3145.402956,0.2531249,0.35086352,0.108596444,0.15710372,0.006097984,0.12421347
-3071.778086_3245.402956,0.34011766,0.08206414,0.24521384,0.2068665,0.05926223,0.06647568
-3071.778086_3345.402956,0.2517318,0.13511276,0.13981429,0.19967712,0.1332098,0.14045426
-3071.778086_3445.402956,0.060790785,0.0044275215,0.19201246,0.6061087,0.062318586,0.074341916
-3071.778086_3545.402956,0.28727922,0.29934475,0.115585566,0.15500513,0.04276514,0.10002029
-3071.778086_3645.402956,0.37399152,0.26318267,0.11349708,0.23531723,0.0014250125,0.012586474
-3071.778086_3745.402956,0.291244,0.057490315,0.14335565,0.30822536,0.010779436,0.1889052
-3071.778086_3845.402956,0.18974939,0.024063539,0.2771909,0.47550803,0.0011620896,0.03232602
-3071.778086_3945.402956,0.7169508,0.08090396,0.07294721,0.10047086,0.011202711,0.017524451
-3071.778086_4045.402956,0.3464684,0.19684395,0.1406696,0.19943722,0.0056287185,0.11095211
-3071.778086_4145.402956,0.16604541,0.3099508,0.03768501,0.04205044,0.07671184,0.3675565
-3071.778086_4245.402956,0.06590314,0.12286839,0.0059692687,0.009073168,0.06689194,0.72929406
-3171.778086_2745.402956,0.22256853,0.19228281,0.21674441,0.09598677,0.040750846,0.23166661
-3171.778086_2845.402956,0.11990412,0.15649213,0.24020746,0.15628488,0.03180325,0.29530814
-3171.778086_2945.402956,0.28171417,0.19492964,0.06727655,0.12986425,0.0195792,0.30663607
-3171.778086_3045.402956,0.090726435,0.18479148,0.2149391,0.19553095,0.060001794,0.2540102
-3171.778086_3145.402956,0.30732256,0.20288356,0.15718761,0.15849257,0.09732307,0.0767906
-3171.778086_3245.402956,0.1002412,0.31559703,0.06182741,0.16818829,0.06577486,0.28837124
-3171.778086_3345.402956,0.2865922,0.12053348,0.33257067,0.19307134,0.016627017,0.050605275
-3171.778086_3445.402956,0.4264636,0.27883092,0.049143422,0.08445259,0.08531324,0.07579622
-3171.778086_3545.402956,0.21524775,0.33660156,0.16972253,0.19113073,0.06569002,0.021607384
-3171.778086_3645.402956,0.35469887,0.03189918,0.15838045,0.35251582,0.006657308,0.09584837
-3171.778086_3745.402956,0.2185453,0.073152095,0.34403864,0.31742024,0.022537326,0.024306392
-3171.778086_3845.402956,0.12636217,0.16159156,0.35742435,0.33443534,0.006385942,0.013800612
-3171.778086_3945.402956,0.12302078,0.09326618,0.3211127,0.39358923,0.026970474,0.042040635
-3171.778086_4045.402956,0.30676427,0.20430675,0.12675059,0.25738192,0.033371627,0.071424775
-3171.778086_4145.402956,0.2229829,0.18054144,0.13843824,0.064103074,0.09103004,0.30290434
-3171.778086_4245.402956,0.09094183,0.16145672,0.08350098,0.12711129,0.1546125,0.38237667
-3271.778086_2745.402956,0.2641718,0.1580972,0.23030779,0.18397951,0.016202495,0.14724119
-3271.778086_2845.402956,0.19986843,0.23143102,0.30133626,0.25341222,0.0037029015,0.010249105
-3271.778086_2945.402956,0.23478673,0.0983068,0.26249066,0.3150634,0.059022203,0.030330135
-3271.778086_3045.402956,0.11907817,0.08806515,0.17916444,0.19381598,0.1036761,0.31620017
-3271.778086_3145.402956,0.15858933,0.025768546,0.22292392,0.35123736,0.08773124,0.1537496
-3271.778086_3245.402956,0.2331893,0.26350385,0.112621896,0.14051473,0.019048767,0.23112136
-3271.778086_3345.402956,0.10035374,0.23445322,0.17371805,0.14106092,0.015296655,0.33511734
-3271.778086_3445.402956,0.23704381,0.24623066,0.1294421,0.16101661,0.029727416,0.19653939
-3271.778086_3545.402956,0.020325648,0.19385827,0.3195114,0.40330663,0.0321906,0.030807443
-3271.778086_3645.402956,0.12272563,0.069853745,0.2384213,0.39465863,0.1291054,0.045235258
-3271.778086_3745.402956,0.30590516,0.049562402,0.13347356,0.33563113,0.030556845,0.14487098
-3271.778086_3845.402956,0.016111717,0.16788192,0.23205677,0.32647297,0.09981284,0.15766379
-3271.778086_3945.402956,0.35076275,0.0020182587,0.20163533,0.32354492,0.03336908,0.08866961
-3271.778086_4045.402956,0.37667072,0.13271,0.23153572,0.17111248,0.054158457,0.033812657
-3271.778086_4145.402956,0.17007853,0.010890848,0.20567353,0.14763857,0.13343197,0.33228657
-3271.778086_4245.402956,0.21439263,0.09342621,0.18594776,0.07690174,0.13349046,0.29584122
-3371.778086_2745.402956,0.22694454,0.14306702,0.10710035,0.100497484,0.035466794,0.3869238
-3371.778086_2845.402956,0.25463456,0.28048158,0.12727994,0.09564421,0.056813385,0.1851463
-3371.778086_2945.402956,0.103061445,0.15951693,0.13853572,0.2253951,0.055626743,0.31786406
-3371.778086_3045.402956,0.24271324,0.15571098,0.19871122,0.2853452,0.09877977,0.018739669
-3371.778086_3145.402956,0.14441338,0.28726476,0.08952205,0.10937838,0.045082305,0.32433903
-3371.778086_3245.402956,0.24847317,0.14561822,0.1790107,0.23896347,0.14863342,0.039301023
-3371.778086_3345.402956,0.029777808,0.14737962,0.29634517,0.30046007,0.1737253,0.0523121
-3371.778086_3445.402956,0.25451952,0.005744481,0.061714295,0.30644795,0.17607343,0.19550031
-3371.778086_3545.402956,0.24376054,0.028617699,0.15408988,0.13639075,0.19490519,0.24223591
-3371.778086_3645.402956,0.17487678,0.17373444,0.14010695,0.21119598,0.061541475,0.2385444
-3371.778086_3745.402956,0.21906957,0.005800407,0.20203705,0.36423764,0.011846825,0.19700849
-3371.778086_3845.402956,0.28488058,0.038754597,0.2786538,0.28455603,0.10302193,0.010133076
-3371.778086_3945.402956,0.322739,0.27444795,0.17354584,0.12633276,0.0063522593,0.09658223
-3371.778086_4045.402956,0.1999752,0.34530985,0.20277816,0.15366605,0.07510168,0.023169009
-3371.778086_4145.402956,0.14002411,0.013150688,0.3602596,0.3946748,0.04473749,0.047153253
-3371.778086_4245.402956,0.5013627,0.0046080262,0.11637428,0.1340031,0.07608159,0.16757035
-3471.778086_2745.402956,0.20539524,0.21993978,0.17936707,0.3070091,0.0766515,0.0116372965
-3471.778086_2845.402956,0.17680505,0.22228211,0.03433783,0.0802813,0.011545021,0.47474864
-3471.778086_2945.402956,0.09049934,0.23422047,0.06901146,0.110985175,0.11570859,0.37957492
-3471.778086_3045.402956,0.18824239,0.015345743,0.13410988,0.29136106,0.17043552,0.2005054
-3471.778086_3145.402956,0.24044493,0.017747827,0.25803635,0.22637491,0.079070926,0.178325
-3471.778086_3245.402956,0.42501405,0.116048515,0.090408295,0.073112175,0.05570746,0.23970951
-3471.778086_3345.402956,0.123206854,0.13928263,0.09223997,0.13784616,0.036311183,0.4711132
-3471.778086_3445.402956,0.14598931,0.28292713,0.10100892,0.17926429,0.04629562,0.24451464
-3471.778086_3545.402956,0.21632488,0.18792878,0.10644794,0.33270156,0.02123194,0.1353649
-3471.778086_3645.402956,0.20970282,0.004580517,0.18493325,0.37192264,0.036646295,0.19221446
-3471.778086_3745.402956,0.23070623,0.17868535,0.18271692,0.34264746,0.0033151088,0.061928935
-3471.778086_3845.402956,0.25439402,0.05182902,0.1495087,0.15429957,0.024966871,0.36500183
-3471.778086_3945.402956,0.24438912,0.038697977,0.31817552,0.29101834,0.011117018,0.096601985
-3471.778086_4045.402956,0.26642045,0.12502164,0.17279051,0.32125053,0.017057156,0.09745969
-3471.778086_4145.402956,0.3447398,0.037845504,0.13548325,0.20735458,0.011063495,0.2635133
-3471.778086_4245.402956,0.095310725,0.0771188,0.17699589,0.5691144,0.05560069,0.025859518
1179.730793_2730.950073,0.2567758,0.29258,0.07482248,0.20570675,0.03920678,0.13090824
1179.730793_2830.950073,0.20765133,0.06332194,0.14414522,0.3291084,0.05862894,0.19714424
1179.730793_2930.950073,0.2018398,0.10208392,0.13355955,0.0071419007,0.05922885,0.49614593
1179.730793_3030.950073,0.0755392,0.17179023,0.22866984,0.24945691,0.15722288,0.117320895
1179.730793_3130.950073,0.29931784,0.102339715,0.22172979,0.20943464,0.14399731,0.02318074
1179.730793_3230.950073,0.23758066,0.007468343,0.14858864,0.06598345,0.1091362,0.43124264
1179.730793_3330.950073,0.44225004,0.20967633,0.0404304,0.15410283,0.037632782,0.11590765
1179.730793_3430.950073,0.23744847,0.00766589,0.13370742,0.1951351,0.095404014,0.33063912
1179.730793_3530.950073,0.2288506,0.0044434243,0.31620434,0.3735925,0.015465129,0.06144405
1179.730793_3630.950073,0.06233791,0.07940037,0.27724808,0.51726145,0.047843818,0.015908396
1179.730793_3730.950073,0.23241875,0.07192526,0.2591061,0.37688512,0.018734656,0.040930178
1179.730793_3830.950073,0.25278756,0.0012286546,0.14110371,0.26542413,0.04014733,0.2993086
1179.730793_3930.950073,0.08503503,0.28624153,0.25133103,0.34767604,0.0023781091,0.027338294
1179.730793_4030.950073,0.07348516,0.17439944,0.26004478,0.35292998,0.061700508,0.07744021
1179.730793_4130.950073,0.06551111,0.0055835,0.27158064,0.63334054,0.0026874861,0.021296728
1179.730793_4230.950073,0.122936554,0.26114658,0.1328856,0.47520933,0.00035974168,0.0074622124
1279.730793_2730.950073,0.30556634,0.15116829,0.05234488,0.08351298,0.04331078,0.36409673
1279.730793_2830.950073,0.36093697,0.2021204,0.10677646,0.1248945,0.09130742,0.11396423
1279.730793_2930.950073,0.18981364,0.12238227,0.13244109,0.06739289,0.05104962,0.43692046
1279.730793_3030.950073,0.16645661,0.15365449,0.2709421,0.27284208,0.11538156,0.020723227
1279.730793_3130.950073,0.28956848,0.18518561,0.11401522,0.07853939,0.10718054,0.2255108
1279.730793_3230.950073,0.0063970257,0.00516057,0.13562506,0.1669402,0.099626936,0.5862502
1279.730793_3330.950073,0.15351103,0.3881346,0.025383491,0.084035724,0.052120987,0.2968142
1279.730793_3430.950073,0.10626916,0.09493718,0.34206018,0.4100622,0.017570352,0.029101022
1279.730793_3530.950073,0.4192666,0.21297863,0.08741585,0.2579112,0.0067178556,0.015709816
1279.730793_3630.950073,0.48026687,0.18429191,0.08353868,0.11395075,0.10617416,0.03177753
1279.730793_3730.950073,0.06244362,0.02522971,0.21014175,0.33838016,0.14450896,0.21929587
