,Inhibitory,Excitatory,OD,Microglia,Endothelial,Astrocyte
-2471.778086_3945.402956,0.107497961,0.250336731,0.346466988,0.066318686,0.220263038,0.009116595
-2471.778086_4045.402956,0.799567184,0.028467283,0.125620158,0.013617441,0.032727934,0
-2471.778086_4145.402956,0.530959088,0.383829014,0.042240306,0.010025506,0.02478535,0.008160736
-2471.778086_4245.402956,0.627856526,0.202473453,0.023123432,0,0.042578133,0.103968457
-2571.778086_2745.402956,0.328630621,0.295673245,0.151840823,0.008634701,0.112764151,0.102456459
-2571.778086_2845.402956,0,0,0.975893352,0,0.024106648,0
-2571.778086_2945.402956,0.037949004,0.125217754,0.657736289,0.147603676,0.031493277,0
-2571.778086_3045.402956,0.220856091,0.296492653,0.464965743,0,0.017685514,0
-2571.778086_3145.402956,0.026286082,0.302961186,0.226130713,0.329629842,0.114992176,0
-2571.778086_3245.402956,0.279392276,0.021928644,0.386608682,0.084363071,0.227707327,0
-2571.778086_3345.402956,0.099327936,0.095429575,0.781461501,0,0.023780988,0
-2571.778086_3445.402956,0,0.01221873,0.980850629,0,0.006930641,0
-2571.778086_3545.402956,0.343632421,0.068451379,0.509079931,0.022887645,0.041406768,0.014541855
-2571.778086_3645.402956,0.351741766,0.060568818,0.418520778,0.041287035,0.118535516,0.009346087
-2571.778086_3745.402956,0.365040271,0.136387213,0.334098712,0.06923886,0.095234944,0
-2571.778086_3845.402956,0.211020873,0.033587847,0.696531263,0.003567361,0.055292656,0
-2571.778086_3945.402956,0.482816066,0.119706379,0.248202326,0.047056758,0.102218471,0
-2571.778086_4045.402956,0.2586785,0.172049032,0.082680324,0.005165825,0.01763046,0.46379586
-2571.778086_4145.402956,0.504458696,0.157023668,0.043877357,0,0.175007562,0.119632716
-2571.778086_4245.402956,0.183502114,0.183866492,0.181934799,0.005978409,0.41571974,0.028998446
-2671.778086_2745.402956,0.004671973,0.301541263,0.160118065,0.25898636,0.177026552,0.097655787
-2671.778086_2845.402956,0.157024034,0.611806016,0.161322127,0,0.061957163,0.00789066
-2671.778086_2945.402956,0.510094882,0.339547638,0.040918081,0.012716444,0.074081802,0.022641155
-2671.778086_3045.402956,0.124658435,0.392463273,0.241814106,0.099504873,0.141559314,0
-2671.778086_3145.402956,0.030255723,0.545258747,0.027258381,0.118288434,0.256885948,0.022052765
-2671.778086_3245.402956,0.346470537,0.102818166,0.254417486,0.114843569,0.181450243,0
-2671.778086_3345.402956,0.051622296,0.430813696,0.082406041,0.02693982,0.297648849,0.110569298
-2671.778086_3445.402956,0.087337511,0.100644387,0.305957833,0.082164372,0.423895897,0
-2671.778086_3545.402956,0,0.305245829,0.308182286,0.131408197,0.23265294,0.022510747
-2671.778086_3645.402956,0.073202319,0.656181453,0.185028041,0.015564817,0,0.070023369
-2671.778086_3745.402956,0.501602832,0.255513318,0.073301748,0,0.153937655,0.015644447
-2671.778086_3845.402956,0.191288991,0.266137658,0.514247415,0,0.028325936,0
-2671.778086_3945.402956,0.284783721,0.010270036,0.06276176,0,0.642184483,0
-2671.778086_4045.402956,0,0.151550814,0.124892653,0.009295578,0.015857121,0.698403834
-2671.778086_4145.402956,0.175999744,0.053863077,0.184447012,0.014751991,0.026789877,0.544148299
-2671.778086_4245.402956,0.24652666,0.189782451,0.107114614,0.110457839,0.102157998,0.243960437
-2771.778086_2745.402956,0.005106784,0.489473529,0.460423235,0.016347157,0.028649295,0
-2771.778086_2845.402956,0.24417953,0.447639558,0.11567617,0.13316893,0.039699831,0.019635981
-2771.778086_2945.402956,0.075623876,0.681979465,0.148337676,0,0.00322065,0.090838332
-2771.778086_3045.402956,0.06910677,0.053340629,0.637111521,0.030481051,0.209960028,0
-2771.778086_3145.402956,0.080612924,0.441420215,0.342101168,0.008680814,0.127184879,0
-2771.778086_3245.402956,0.003420342,0.376084557,0.419468636,0.011733836,0.114544731,0.074747897
-2771.778086_3345.402956,0.272276854,0.024131299,0.445516196,0,0.25807565,0
-2771.778086_3445.402956,0.368245271,0.016511766,0.057327485,0.060013125,0.497902353,0
-2771.778086_3545.402956,0.036251051,0.743791177,0.045162114,0,0.15743026,0.017365398
-2771.778086_3645.402956,0.443694622,0.082164303,0.060340047,0.093304444,0.320496584,0
-2771.778086_3745.402956,0.492283007,0.044931548,0.134500215,0.032399045,0.262270541,0.033615644
-2771.778086_3845.402956,0.002588939,0.101096894,0.822231153,0.062415966,0.011667049,0
-2771.778086_3945.402956,0.035804849,0.472452517,0.276148532,0.010601667,0.007401732,0.197590703
-2771.778086_4045.402956,0,0.015508317,0.097808226,0.432326492,0,0.454356964
-2771.778086_4145.402956,0,0.267606348,0.156678664,0.420836977,0.030524138,0.124353873
-2771.778086_4245.402956,0.018337753,0.327878982,0.464321017,0.164603838,0.022117339,0.002741071
-2871.778086_2745.402956,0.259489922,0.161670307,0.451921367,0.019323392,0.107595013,0
-2871.778086_2845.402956,0.406645118,0.194576219,0.20279988,0.021782286,0.174196498,0
-2871.778086_2945.402956,0.269552503,0.02596818,0.675112467,0,0.029366849,0
-2871.778086_3045.402956,0.181081597,0.021055261,0.769690261,0,0.02817288,0
-2871.778086_3145.402956,0,0.588910852,0.275679365,0.027983549,0.007942009,0.099484224
-2871.778086_3245.402956,0.091968553,0.015628997,0.78143576,0.006208404,0.104758285,0
-2871.778086_3345.402956,0.115906528,0.177062572,0.38080135,0.072010382,0.240007517,0.014211651
-2871.778086_3445.402956,0.00799333,0.37808506,0.184397987,0.136704825,0.239876258,0.05294254
-2871.778086_3545.402956,0.198905553,0,0.368827206,0.036773263,0.395493977,0
-2871.778086_3645.402956,0.562282695,0.115393148,0.073135399,0.029295565,0.17456185,0.045331344
-2871.778086_3745.402956,0.289781673,0.201021286,0.422708069,0.012567679,0.073921293,0
-2871.778086_3845.402956,0.598685498,0.175142283,0.134115367,0.022932401,0.069124451,0
-2871.778086_3945.402956,0.069060418,0.499438176,0.205881792,0,0.044966434,0.18065318
-2871.778086_4045.402956,0.022098445,0.130489664,0.314536198,0.150919843,0.165875701,0.216080149
-2871.778086_4145.402956,0,0.113893074,0.415250682,0.064357535,0.121858081,0.284640628
-2871.778086_4245.402956,0.028482669,0.098264197,0.369001377,0.040678817,0.071491954,0.392080986
-2971.778086_2745.402956,0.370035543,0.067624478,0.323003677,0.063033103,0.157202381,0.019100818
-2971.778086_2845.402956,0,0.069742695,0.694844623,0.014089888,0.221322794,0
-2971.778086_2945.402956,0.28770796,0.041350461,0.627397319,0,0.04354426,0
-2971.778086_3045.402956,0.194430616,0.031014029,0.718597794,0.007410058,0.048547502,0
-2971.778086_3145.402956,0.198826064,0.057071952,0.570730256,0.053631568,0.108119622,0.011620538
-2971.778086_3245.402956,0.27164584,0.053597368,0.543190315,0.045560692,0.086005785,0
-2971.778086_3345.402956,0.477390608,0.091157141,0.04905419,0.016319869,0.360763098,0.005315095
-2971.778086_3445.402956,0.08690018,0.073160579,0.62001462,0.056984319,0.147888798,0.015051504
-2971.778086_3545.402956,0.006405663,0.006689819,0.955994721,0.014188829,0.016720968,0
-2971.778086_3645.402956,0,0.045011327,0.925005319,0.004239404,0.019860699,0.005883251
-2971.778086_3745.402956,0,0.010923601,0.973260396,0,0.015816004,0
-2971.778086_3845.402956,0.072108392,0.019214861,0.897485946,0,0.011190801,0
-2971.778086_3945.402956,0.629516436,0.029202893,0.194956691,0,0.13871316,0.007610819
-2971.778086_4045.402956,0.723247684,0.056948403,0.102199284,0,0.074445506,0.043159123
-2971.778086_4145.402956,0.265889225,0.099506578,0.536980904,0.039628986,0.057994307,0
-2971.778086_4245.402956,0.007262583,0.101176821,0.147151117,0.114083322,0.630326157,0
-3071.778086_2745.402956,0.264492827,0.015886409,0.675229617,0.006821842,0.037569304,0
-3071.778086_2845.402956,0.3668234,0.029928303,0.360266687,0.097845037,0.135668667,0.009467906
-3071.778086_2945.402956,0.00336985,0.215416092,0.751731966,0,0.029482092,0
-3071.778086_3045.402956,0.689008501,0.103524069,0.122428942,0,0.085038488,0
-3071.778086_3145.402956,0.133617004,0.012562498,0.815964786,0,0.037855712,0
-3071.778086_3245.402956,0.470841988,0.030539069,0.420119779,0.016942649,0.061556515,0
-3071.778086_3345.402956,0,0.035366055,0.68682625,0.055071255,0.22273644,0
-3071.778086_3445.402956,0.607481153,0.029971669,0.096841894,0.056739563,0.162973883,0.045991838
-3071.778086_3545.402956,0.619306473,0.064000676,0.218838452,0,0.09168586,0.00616854
-3071.778086_3645.402956,0.084118402,0.028267539,0.585677356,0.064617967,0.231150545,0.006168191
-3071.778086_3745.402956,0.391598503,0.111937659,0.129572208,0.02262146,0.339226725,0.005043445
-3071.778086_3845.402956,0.219183772,0.009736215,0.672838791,0.02285311,0.075388112,0
-3071.778086_3945.402956,0,0.030515324,0.931061059,0.009766541,0.015890141,0.012766936
-3071.778086_4045.402956,0.197034272,0.637151021,0.05794112,0,0.045109987,0.062763601
-3071.778086_4145.402956,0.678177389,0.156894467,0.095443051,0,0.033183963,0.03630113
-3071.778086_4245.402956,0.249187157,0.203681784,0.105898242,0,0.137618798,0.303614021
-3171.778086_2745.402956,0,0,0.985677819,0.004690786,0.009631396,0
-3171.778086_2845.402956,0.193462566,0.038549153,0.102393816,0.037498316,0.614188531,0.013907617
-3171.778086_2945.402956,0.622760398,0.188706854,0.077718023,0.037876202,0.055030105,0.017908419
-3171.778086_3045.402956,0.309891471,0.067353894,0.097354783,0.076685776,0.441964303,0.006749773
-3171.778086_3145.402956,0.615219856,0.048913583,0.143898605,0.060139317,0.13182864,0
-3171.778086_3245.402956,0.405108801,0.21601397,0.271465175,0.017045938,0.072577695,0.01778842
-3171.778086_3345.402956,0.330957032,0.009045478,0.211488148,0.039160434,0.409348908,0
-3171.778086_3445.402956,0.269395913,0.015825029,0.570986255,0.027798862,0.110784074,0.005209868
-3171.778086_3545.402956,0.027561815,0.013736692,0.93434749,0.005839129,0.018514874,0
-3171.778086_3645.402956,0,0.231399561,0.62256438,0.043697262,0.074035674,0.028303122
-3171.778086_3745.402956,0.238005601,0.021523124,0.666453453,0,0.074017823,0
-3171.778086_3845.402956,0.300446781,0.081494635,0.502781019,0.029521793,0.066664337,0.019091435
-3171.778086_3945.402956,0.013027571,0.240479331,0.478809648,0.109965861,0.15771759,0
-3171.778086_4045.402956,0,0.029568311,0.831583067,0.028513532,0.103779031,0.00655606
-3171.778086_4145.402956,0.649010054,0.123468251,0.076807917,0,0.136204926,0.014508851
-3171.778086_4245.402956,0.41604104,0.203444617,0.064847306,0.024675437,0.249612008,0.041379592
-3271.778086_2745.402956,0.008761141,0.10371719,0.197333615,0.04035571,0.593793271,0.056039072
-3271.778086_2845.402956,0.00545898,0.106956629,0.871560275,0,0.010734341,0.005289776
-3271.778086_2945.402956,0.172719018,0.1075829,0.7077652,0,0.011932882,0
-3271.778086_3045.402956,0.641744236,0.182449991,0.031203892,0.011074748,0.098139646,0.035387487
-3271.778086_3145.402956,0.00229766,0.240348502,0.129914555,0.075465215,0.433186359,0.118787709
-3271.778086_3245.402956,0.473821378,0.0642637,0.257862034,0.01358266,0.168420973,0.022049255
-3271.778086_3345.402956,0.540213196,0.113672827,0.184152494,0.03230084,0.129660642,0
-3271.778086_3445.402956,0.203503771,0.01277288,0.744093762,0,0.039629588,0
-3271.778086_3545.402956,0.04762227,0.199912411,0.233670599,0.104776747,0.364350358,0.049667615
-3271.778086_3645.402956,0,0.110494613,0.825377625,0.034971855,0.029155907,0
-3271.778086_3745.402956,0.005392305,0.055745574,0.089724058,0.064983939,0.738364118,0.045790007
-3271.778086_3845.402956,0.076888215,0.003104284,0.89367452,0.006707534,0.019625448,0
-3271.778086_3945.402956,0.004188466,0.232246923,0.247017815,0.230306206,0.28624059,0
-3271.778086_4045.402956,0.272591449,0.076139376,0.289736428,0.046543315,0.314989431,0
-3271.778086_4145.402956,0,0.053433564,0.458791656,0,0.48777478,0
-3271.778086_4245.402956,0.539512218,0.210993542,0.123293545,0.013528089,0.083720026,0.028952581
-3371.778086_2745.402956,0.570038699,0.063850665,0.142683,0.004673257,0.199297435,0.019456944
-3371.778086_2845.402956,0.672657899,0.133877987,0.071675371,0.003801978,0.100898375,0.017088389
-3371.778086_2945.402956,0.211991287,0.662715753,0.036307265,0.053152538,0.035833156,0
-3371.778086_3045.402956,0.067509816,0.010906573,0.895255655,0.003862242,0.022465715,0
-3371.778086_3145.402956,0.490282431,0.152881586,0.067626504,0.032240855,0.108846289,0.148122335
-3371.778086_3245.402956,0.187189433,0.048674823,0.511321513,0.078276582,0.157084499,0.01745315
-3371.778086_3345.402956,0.238397793,0.101270883,0.606277863,0,0.038405407,0.015648055
-3371.778086_3445.402956,0.013616479,0.037987522,0.500950256,0,0.445842664,0.001603078
-3371.778086_3545.402956,0.189306473,0.426042879,0.230829288,0.01438673,0.13943463,0
-3371.778086_3645.402956,0.025333226,0.049874816,0.271621291,0.13361404,0.51275212,0.006804507
-3371.778086_3745.402956,0,0.109304901,0.415398393,0.120301836,0.35499487,0
-3371.778086_3845.402956,0,0.045495823,0.903789722,0.021320263,0.019424621,0.009969571
-3371.778086_3945.402956,0,0.023670313,0.949011659,0.005882863,0.013203458,0.008231707
-3371.778086_4045.402956,0.204965306,0.038112395,0.729507897,0,0.027414402,0
-3371.778086_4145.402956,0.210968149,0.066430728,0.177062012,0.083899348,0.461639762,0
-3371.778086_4245.402956,0,0.08387634,0.157302793,0.452814416,0.30600645,0
-3471.778086_2745.402956,0.068376717,0.040292185,0.835981305,0.010784674,0.044565118,0
-3471.778086_2845.402956,0.765239717,0.096814771,0.063913504,0,0.068845646,0.005186362
-3471.778086_2945.402956,0.285734252,0.506147283,0.153911985,0.019989143,0.034217337,0
-3471.778086_3045.402956,0.58608977,0.044690694,0.174993653,0.003558305,0.190667577,0
-3471.778086_3145.402956,0.032204558,0.070132584,0.149909495,0.023933197,0.692674999,0.031145167
-3471.778086_3245.402956,0.016558398,0.138245551,0.107935971,0.018198775,0.698523179,0.020538127
-3471.778086_3345.402956,0.424215341,0.133150373,0.123636699,0.00569042,0.211391755,0.101915411
-3471.778086_3445.402956,0.47968902,0.195705292,0.115135298,0.016431637,0.163768916,0.029269837
-3471.778086_3545.402956,0.659348897,0.030662708,0.135977733,0.014639794,0.159370868,0
-3471.778086_3645.402956,0.150549637,0.041925837,0.067059331,0.123139817,0.597632865,0.019692514
-3471.778086_3745.402956,0.017370638,0.005515034,0.87531166,0.003679768,0.0981229,0
-3471.778086_3845.402956,0.053740188,0.22738062,0.237657449,0.060053537,0.421168206,0
-3471.778086_3945.402956,0,0.122768824,0.409699911,0.24120565,0.206683484,0.019642131
-3471.778086_4045.402956,0.330346194,0,0.476959531,0.006252457,0.186441818,0
-3471.778086_4145.402956,0.332191064,0.053982277,0.454931597,0.021497369,0.137397694,0
-3471.778086_4245.402956,0.16181363,0.240219225,0.410324582,0.052381615,0.117920019,0.017340929
1179.730793_2730.950073,0.331124721,0.47548588,0.067924255,0.015320688,0.045234294,0.064910163
1179.730793_2830.950073,0.016522775,0.066511514,0.674783482,0.014608619,0.100583631,0.12698998
1179.730793_2930.950073,0.509160547,0.135839942,0.062580108,0,0.292419404,0
1179.730793_3030.950073,0.277319074,0.049795209,0.445351762,0.009541675,0.21799228,0
1179.730793_3130.950073,0.113086507,0.006107641,0.802124178,0.012690259,0.065991415,0
1179.730793_3230.950073,0.022111112,0.137386831,0.207020065,0.071312796,0.505111384,0.057057812
1179.730793_3330.950073,0,0.152940875,0.549060422,0,0.297998703,0
1179.730793_3430.950073,0.033409462,0.072586539,0.241227781,0.126167392,0.514359086,0.01224974
1179.730793_3530.950073,0.341855955,0.267985983,0.06918964,0.202924177,0.118044245,0
1179.730793_3630.950073,0,0.102866921,0.7655208,0.047045393,0.07762659,0.006940296
1179.730793_3730.950073,0.014265731,0.190604153,0.381356672,0.083030719,0.330742725,0
1179.730793_3830.950073,0.034138089,0.333944042,0.09490369,0.044691954,0.313851925,0.178470301
1179.730793_3930.950073,0.108008687,0.406409945,0.167412102,0.21329009,0.104879176,0
1179.730793_4030.950073,0.418145187,0.037031422,0.057174142,0.060951089,0.42669816,0
1179.730793_4130.950073,0,0.108667724,0.441392749,0.069810516,0.380129011,0
1179.730793_4230.950073,0.187877581,0.032755661,0.697118229,0.018396475,0.055739628,0.008112426
1279.730793_2730.950073,0.263984072,0.375803194,0.036387375,0,0.076988868,0.246836491
1279.730793_2830.950073,0,0.017295624,0.76765648,0.030641403,0.184406492,0
1279.730793_2930.950073,0.034511048,0.862899336,0.077181298,0.025408319,0,0
1279.730793_3030.950073,0.373595006,0.090891818,0.452893408,0.023046683,0.029685507,0.029887578
1279.730793_3130.950073,0.59705612,0.038045023,0.118079537,0.026211207,0.186693388,0.033914724
1279.730793_3230.950073,0.319902214,0.057691515,0.09004487,0.031026483,0.325592978,0.17574194
1279.730793_3330.950073,0.106509423,0.820339665,0.01580007,0,0.01991578,0.037435063
1279.730793_3430.950073,0.076770329,0.10785071,0.711760787,0.073803642,0.029814532,0
1279.730793_3530.950073,0.368079924,0.167445992,0.047027048,0.092363929,0.298426775,0.026656332
1279.730793_3630.950073,0.22204197,0.017927993,0.604852519,0,0.092952264,0.062225254
1279.730793_3730.950073,0.548315261,0.127203289,0.253278783,0.005676256,0.065526411,0
1279.730793_3830.950073,0,0.046415069,0.122577356,0.085957033,0.660443645,0.084606897
1279.730793_3930.950073,0.091062125,0.292059521,0.380087081,0.103226359,0.110684061,0.022880853
1279.730793_4030.950073,0.323077674,0.138337311,0.394125456,0.048135533,0.096324026,0
1279.730793_4130.950073,0.135716784,0.131229502,0.610997547,0.084967979,0.037088187,0
1279.730793_4230.950073,0.194639202,0.260741152,0.177856894,0,0.255649465,0.111113287
1379.730793_2730.950073,0.666348562,0.100463892,0.163203156,0.001339764,0.068644627,0
1379.730793_2830.950073,0.481816603,0.055651827,0.382698831,0.021422254,0.058410485,0
1379.730793_2930.950073,0.508183995,0.025677485,0.0289857,0.069674029,0.36747879,0
1379.730793_3030.950073,0.406295789,0.091706925,0.038080882,0,0.463916404,0
1379.730793_3130.950073,0.560902144,0.138766581,0.048886654,0.039080165,0.212364455,0
1379.730793_3230.950073,0.441673619,0.077228525,0.07853161,0.061883158,0.305998631,0.034684457
1379.730793_3330.950073,0.257465925,0.022257017,0.680983574,0,0.039293484,0
1379.730793_3430.950073,0,0.144202105,0.604314833,0,0.143506638,0.107976424
1379.730793_3530.950073,0.147486907,0.514206828,0.317042967,0,0.021263298,0
1379.730793_3630.950073,0.094033867,0.134156735,0.689693686,0.003795637,0,0.078320075
1379.730793_3730.950073,0.009354834,0.177130974,0.189280169,0.354641523,0.195943404,0.073649096
1379.730793_3830.950073,0,0.123215828,0.731734052,0.038547136,0.094762198,0.011740785
1379.730793_3930.950073,0.54739661,0.061687385,0.246546941,0.058392883,0.085976181,0
1379.730793_4030.950073,0.055555331,0.043859421,0.318594782,0.155219162,0.426771305,0
1379.730793_4130.950073,0.43859715,0.130113882,0.104064088,0.016069661,0.283683543,0.027471676
1379.730793_4230.950073,0.582431703,0.292296431,0.037660738,0,0.079663363,0.007947766
1479.730793_2730.950073,0,0.081477743,0.91607258,0,0,0.002449677
1479.730793_2830.950073,0.114761863,0.058540505,0.365907489,0.024753037,0.387888957,0.048148148
1479.730793_2930.950073,0.169374754,0.254472525,0.539375319,0.004865608,0.010654141,0.021257653
