barcode,Astrocyte,Endothelial,Excitatory,Inhibitory,Microglia,OD
-2171.778086_2845.402956,0.06672976651555908,0.3301959630384583,0.22206826398850998,0.032905795264292936,0.05526742796398385,0.2928327832291962
-2171.778086_2945.402956,0.049621400063538774,0.08939112237403905,0.2727211077670672,0.12506213781622766,0.038043558652279756,0.42516067332684726
-2171.778086_3045.402956,0.11286947896722414,0.15914775411572832,0.28920689619623446,0.06793293655214204,0.07147554614919088,0.2993673880194785
-2171.778086_3145.402956,0.07613229648001431,0.13565323413267763,0.27635783034120404,0.0329143645865017,0.06501797323946752,0.41392430122013574
-2171.778086_3245.402956,0.09621060122833822,0.1874792224727915,0.2270570492437157,0.022619406477285876,0.07032789789464763,0.39630582268322123
-2171.778086_3345.402956,0.07971771438619299,0.13022082469471105,0.24578466856313627,0.11787671979362194,0.049669718275248104,0.37673035428709
-2171.778086_3445.402956,0.06062927005451973,0.09932356240887912,0.47782247601433064,0.036264442787410645,0.044994905916851145,0.28096534281800967
-2171.778086_3545.402956,0.08425436600700414,0.14499599011686956,0.3500588451737324,0.044178386711184174,0.06017702794300293,0.31633538404820727
-2171.778086_3645.402956,0.06743049499273765,0.10527192871791137,0.2626927286688868,0.164337381831438,0.05376440897823035,0.34650305681079624
-2171.778086_3745.402956,0.09122779925520219,0.13849751173534086,0.23731993333070375,0.028163205517689787,0.06708555628144605,0.43770599387961784
-2171.778086_3845.402956,0.0985340479114488,0.1579802609681376,0.2758065136997395,0.0389594719613113,0.061601615008670285,0.367118090450694
-2171.778086_3945.402956,0.07857980437049515,0.13518051743048043,0.2219871341679403,0.06253735936124624,0.05070434923866181,0.45101083543117576
-2171.778086_4045.402956,0.08512071260302233,0.1091186818141941,0.22085304450282336,0.030879264920008195,0.05842835171983581,0.4955999444401158
-2171.778086_4145.402956,0.06471000556370493,0.18454069550170982,0.1697232220589483,0.043216464633038666,0.044987491007499596,0.4928221212350979
-2171.778086_4245.402956,0.030117043682118795,0.04920045369400925,0.21130710391573743,0.09673277184672316,0.023850035093225048,0.5887925917681854
-2271.778086_2745.402956,0.14646947553870085,0.14629822776123702,0.20276552467229242,0.01638221365436211,0.09358712641324131,0.39449743196016684
-2271.778086_2845.402956,0.07932371696566827,0.1283192358145538,0.28296528300536083,0.06065053673646625,0.05614918063970591,0.39259204683824434
-2271.778086_2945.402956,0.09005321837223206,0.15426880560295927,0.24067192660755457,0.02313874946217195,0.06076433656437557,0.4311029633907097
-2271.778086_3045.402956,0.05580083358063375,0.09766324093367927,0.30248141298636916,0.10454996757835805,0.049697191322191525,0.3898073535987672
-2271.778086_3145.402956,0.09021864181893212,0.13538327143937215,0.3064288576262418,0.05098708408991814,0.06460099234430804,0.3523811526812277
-2271.778086_3245.402956,0.0700571599846697,0.11569183777510317,0.3026976737002973,0.03640969107612436,0.058526938180452154,0.4166166992833528
-2271.778086_3345.402956,0.07422927015684494,0.16104851046029448,0.2974307152283123,0.05007723877547074,0.0708152384429831,0.34639902693609204
-2271.778086_3445.402956,0.05061020288010056,0.1027662101081543,0.24834969539883686,0.043164015500000916,0.03961102211502126,0.5154988539978871
-2271.778086_3545.402956,0.05089976105922743,0.0862829504757651,0.2747755149803,0.2727168012421043,0.04422453031936755,0.27110044192323496
-2271.778086_3645.402956,0.07777972451054342,0.0927151755773366,0.19183981361417418,0.023000489441080938,0.043989315521377095,0.5706754813354888
-2271.778086_3745.402956,0.07199997197659581,0.18543844763188266,0.1792897722128289,0.028555787124563158,0.0544935762259261,0.4802224448282029
-2271.778086_3845.402956,0.04349600473792279,0.11034910168006117,0.18183321454487977,0.3371641860486897,0.035652019627875925,0.2915054733605716
-2271.778086_3945.402956,0.07224454267787948,0.10624819440450381,0.24690010555418615,0.06899410109032032,0.05490138418127641,0.4507116720918367
-2271.778086_4045.402956,0.10547472463316962,0.16034391206928988,0.26104121556058973,0.05282043683433491,0.06502406982596978,0.3552956410766471
-2271.778086_4145.402956,0.07479925309620584,0.1125528988582962,0.22911971856368862,0.02008607472655516,0.05696732687919131,0.5064747278760646
-2271.778086_4245.402956,0.019530310051493867,0.03884632581101198,0.070350758133238,0.010181106126766577,0.01505043293561981,0.846041066941869
-2371.778086_2745.402956,0.10876875512937591,0.1624579241620403,0.2544680720978955,0.04486576399662202,0.08347633083418506,0.34596315377987824
-2371.778086_2845.402956,0.06640283835551852,0.3447948430688318,0.18151866558342264,0.020336837232711416,0.05117841648124312,0.33576839927827307
-2371.778086_2945.402956,0.09306663635666952,0.1260472163082095,0.34997946454755874,0.029842760576093502,0.06213027032564629,0.3389336518858222
-2371.778086_3045.402956,0.07109953788643973,0.11589221180386881,0.3295569190255021,0.08862125090430378,0.0580560844766374,0.33677399590324897
-2371.778086_3145.402956,0.07779290524073292,0.10711721336587196,0.34692390247603955,0.09556638176866569,0.055421041795563564,0.31717855535312717
-2371.778086_3245.402956,0.07299091293058042,0.10321930317945875,0.4117652287947795,0.04247771118727418,0.05121486312190925,0.3183319807859976
-2371.778086_3345.402956,0.07582756835633726,0.15830229756803765,0.31503528405018877,0.026859972822646995,0.058815025430762405,0.36515985177202753
-2371.778086_3445.402956,0.08806543312851105,0.12743028781481067,0.2847138370269046,0.049026474718848856,0.06848044014993719,0.3822835271609879
-2371.778086_3545.402956,0.07320581798274874,0.1312978238553616,0.3392350261495284,0.05915261927921111,0.057846522384103934,0.33926219034904503
-2371.778086_3645.402956,0.06428548758693768,0.09632724902361962,0.22766157821121608,0.14596101998570626,0.0434045899671181,0.42236007522540003
-2371.778086_3745.402956,0.07119370137870923,0.09047426845845723,0.21284356758971382,0.10015216775382028,0.04355492849371612,0.4817813663255818
-2371.778086_3845.402956,0.05229142690624535,0.09041512300601337,0.34688008997383013,0.11360568942592236,0.040510009601415806,0.35629766108657274
-2371.778086_3945.402956,0.0685578670483686,0.13430374948184232,0.31772929947750417,0.07953555414967026,0.058062056475130575,0.34181147336748563
-2371.778086_4045.402956,0.08845843734142897,0.11257209249972143,0.22791394338807885,0.05691273012086132,0.053034547531689104,0.46110824911821957
-2371.778086_4145.402956,0.04926153134836163,0.061939301942931804,0.11008957565141982,0.014200606167332054,0.02816981439127415,0.7363391704986809
-2371.778086_4245.402956,0.0051498798553856725,0.010849308215894799,0.04468519957242251,0.0057625211283425055,0.0046747468764927694,0.9288783443514608
-2471.778086_2745.402956,0.12414966737508058,0.20024912868109612,0.24284993145798922,0.014385827612941228,0.1462187054371558,0.2721467394357369
-2471.778086_2845.402956,0.08417424116249674,0.1722685690658552,0.2955695638353525,0.028773202848119232,0.06909440037584745,0.35012002271232845
-2471.778086_2945.402956,0.0702483122798701,0.09524786878531331,0.2755305003350119,0.12976403279638302,0.04687444279586315,0.38233484300755755
-2471.778086_3045.402956,0.055943952038975696,0.14770373417775862,0.2751209416564037,0.04268714847719345,0.04372008766697347,0.4348241359826961
-2471.778086_3145.402956,0.0741355750942797,0.11106506510142222,0.36815409781785396,0.050379671498892546,0.057631150773106835,0.3386344397144438
-2471.778086_3245.402956,0.0790476622116375,0.08512167554108648,0.39358717921627806,0.061670718571878405,0.043310862374494906,0.3372619020846221
-2471.778086_3345.402956,0.0808688167843184,0.10546434391224263,0.33582255407113387,0.09835226407099723,0.053864347033803064,0.3256276741275052
-2471.778086_3445.402956,0.061146056102519476,0.15450657554450956,0.2969054712772948,0.13773059353757477,0.04975589528143042,0.29995540825667183
-2471.778086_3545.402956,0.06371290993705955,0.10883709161477399,0.36683539679074395,0.13677333970500657,0.04403151709366537,0.2798097448587527
-2471.778086_3645.402956,0.05830869462179011,0.07878932441112362,0.24658742750682194,0.3162085414381047,0.03190183499848445,0.26820417702367566
-2471.778086_3745.402956,0.06378721102076727,0.09483612111567036,0.3449059261982906,0.14485692865445476,0.04768380500002539,0.3039300080107915
-2471.778086_3845.402956,0.041662805273356585,0.08342439309935885,0.18368274763671755,0.4424295770271673,0.026950616709723457,0.22184986025367662
-2471.778086_3945.402956,0.08974180793920708,0.1341712168401488,0.23641563279305933,0.07652480340119841,0.055581762324881975,0.4075647767015045
-2471.778086_4045.402956,0.12814579630537073,0.2134296170956301,0.1896017020351318,0.029235430633315216,0.06738269514264511,0.37220475878790793
-2471.778086_4145.402956,0.09296584373571937,0.24119547566606667,0.14519423668686302,0.011151468162904243,0.05694865542016378,0.45254432032828396
-2471.778086_4245.402956,0.04139423870401502,0.07009615367018099,0.09373186385697503,0.0073891512355339075,0.03176535183225224,0.7556232407010425
-2571.778086_2745.402956,0.10145358404452434,0.1690997975022904,0.2549894813742324,0.028438636775691375,0.10257294901890841,0.34344555128435356
-2571.778086_2845.402956,0.07328549829936577,0.12830606953420934,0.2489453852335095,0.08150499345779881,0.05186464948985141,0.4160934039852678
-2571.778086_2945.402956,0.06892501296676283,0.17488875329657913,0.2872172273738011,0.03834307971454719,0.06281160289390786,0.3678143237544001
-2571.778086_3045.402956,0.06136518724432052,0.10638433443358117,0.3896382008220539,0.05818266989939717,0.04702464527953431,0.3374049623211147
-2571.778086_3145.402956,0.051425473577872916,0.14879495373279752,0.31807441463705033,0.07246262362052094,0.04721641235197802,0.3620261220797779
-2571.778086_3245.402956,0.05384006698846802,0.08659063120974413,0.3675949657790551,0.11264803410435098,0.04419461153822374,0.33513169038015633
-2571.778086_3345.402956,0.06403718471618512,0.16740776439667993,0.3422736613912024,0.03980996199175621,0.0578536227852047,0.328617804718973
-2571.778086_3445.402956,0.0807467260604811,0.16032795686457202,0.2778122845041603,0.04741910795792721,0.06437333129617011,0.36932059331668887
-2571.778086_3545.402956,0.07271101452188156,0.15022631556205782,0.32244895907155624,0.05069828673631884,0.05854105761489316,0.3453743664932923
-2571.778086_3645.402956,0.055455065573624465,0.08867556549985027,0.24949464522083772,0.3069329269728794,0.03868347391985932,0.2607583228129485
-2571.778086_3745.402956,0.0712200759631706,0.12289070655147234,0.27631376393704304,0.11963993477615367,0.05592522178602986,0.3540102969861298
-2571.778086_3845.402956,0.06488600918696467,0.09635053536681838,0.2729435686585493,0.21356025338759255,0.0456779023445654,0.3065817310555117
-2571.778086_3945.402956,0.08236051952588101,0.1734062372293766,0.2610178324787848,0.07203874070415886,0.06665646381706479,0.34452020624473473
-2571.778086_4045.402956,0.009349454416314835,0.014157420807259354,0.034140400012898704,0.0022991906106411735,0.006962967442556919,0.9330905667103299
-2571.778086_4145.402956,0.05131122565111988,0.09692146685267046,0.10140622667861722,0.01669267251200364,0.038936069970713506,0.6947323383348768
-2571.778086_4245.402956,0.04774897556116922,0.08196434602217391,0.1788145309928488,0.012073894412690784,0.044755263112936795,0.6346429898981811
-2671.778086_2745.402956,0.121550451788722,0.17302285027249564,0.23915069383704776,0.014291708265878554,0.11558471837846572,0.3363995774573902
-2671.778086_2845.402956,0.0966832858870172,0.11915471347290835,0.26609928169260766,0.018704306074610412,0.062105489764719794,0.43725292310813674
-2671.778086_2945.402956,0.08357686080494975,0.1847040273354904,0.18032545178663106,0.009589243319029633,0.08636976262399468,0.4554346541299053
-2671.778086_3045.402956,0.11009254172752984,0.1832367224494388,0.2637643618144823,0.024651551360251073,0.06983453086572344,0.34842029178257156
-2671.778086_3145.402956,0.14487249255769763,0.17062818886030168,0.21290572190926946,0.017287976351735998,0.08320351351384216,0.3711021068071524
-2671.778086_3245.402956,0.16073501272506957,0.14276571599902133,0.25179660902067813,0.022380030007795957,0.08081834638611422,0.34150428586132237
-2671.778086_3345.402956,0.095079800186661,0.1508155743673066,0.3175785147818481,0.028022136444881867,0.08820532353903468,0.32029865068026797
-2671.778086_3445.402956,0.06640525607346814,0.1313963608597996,0.2598237152615564,0.04675035466732259,0.052990167555410965,0.4426341455824436
-2671.778086_3545.402956,0.11812915493453237,0.13693073086488178,0.30419581824543096,0.03651945139493353,0.07455096999812051,0.3296738745620995
-2671.778086_3645.402956,0.13234336866907723,0.1743952424289478,0.2364275937535593,0.037465196796567846,0.07265494337956464,0.3467136549722808
-2671.778086_3745.402956,0.09438115728469429,0.16503163970685647,0.250248965397256,0.05758908038061779,0.0807807267865778,0.35196843044399634
-2671.778086_3845.402956,0.11573099899631194,0.18204379024831094,0.2435306442590931,0.0326307383854813,0.07142098268395515,0.3546428454268476
-2671.778086_3945.402956,0.1807098383584245,0.13056558962399128,0.15443595359151766,0.013940850897578549,0.05994057168011698,0.46040719584837175
-2671.778086_4045.402956,0.011026047626329461,0.012308303560217424,0.03294029871330818,0.0020106705558743565,0.005848988140511173,0.935865691403759
-2671.778086_4145.402956,0.006341644119918635,0.010732619388030204,0.029762418870558256,0.0016473078473871966,0.005084459928512811,0.9464315498455931
-2671.778086_4245.402956,0.14030706585647942,0.18224929613710072,0.21552512041608501,0.00906220072761893,0.14124785639530565,0.31160846046741053
-2771.778086_2745.402956,0.11578782017308847,0.14727379556615297,0.27592324252986417,0.02315544766549581,0.07601056675426632,0.3618491273111323
-2771.778086_2845.402956,0.09951602143772469,0.19007276591493594,0.26535618015878265,0.013768424238845249,0.10377357635896124,0.3275130318907513
-2771.778086_2945.402956,0.11828606819671797,0.19200447685347935,0.2210416528320408,0.014613282551674465,0.08566944949176977,0.36838507007431676
-2771.778086_3045.402956,0.14675129620582492,0.14814348673847683,0.25783614653992387,0.028530377523869065,0.059973147165359356,0.35876554582654396
-2771.778086_3145.402956,0.10158334296078173,0.15369176711327795,0.2991203302360728,0.024587178211634503,0.07034088256844656,0.3506764989097849
-2771.778086_3245.402956,0.07553344297034854,0.12803168284492117,0.2936113305292305,0.04505873470802731,0.06666426153844615,0.39110054740902445
-2771.778086_3345.402956,0.10805525266717911,0.15081590216927027,0.25599864005571177,0.056881592873787606,0.06540782578437984,0.3628407864496715
-2771.778086_3445.402956,0.10511019818541356,0.12824161782015328,0.3006081870307718,0.05353412441614462,0.060796331687851285,0.3517095408596663
-2771.778086_3545.402956,0.11699600883855737,0.14594997391392453,0.29030560056261184,0.028444786508468184,0.08264521341756674,0.335658416758873
-2771.778086_3645.402956,0.09899370827714747,0.14903364539896877,0.26244027037781736,0.04796612163615904,0.0639245306689895,0.37764172364092075
-2771.778086_3745.402956,0.1275697571323775,0.1482804446196034,0.24907811409813985,0.04846511754610366,0.07927943080210688,0.3473271358016693
-2771.778086_3845.402956,0.06930936768259136,0.38201381607713625,0.18011610337512632,0.014809345822011103,0.0579807258290327,0.2957706412141004
-2771.778086_3945.402956,0.026362011878244555,0.048951077876938545,0.06796333891691529,0.00749931012594519,0.02290643614969814,0.8263178250522601
-2771.778086_4045.402956,0.0016387964718343774,0.002757161339569923,0.013002115225965425,0.001546797359406406,0.001189939029589602,0.9798651905736323
-2771.778086_4145.402956,0.0036281890529720295,0.006651598484823612,0.02305894947323201,0.0011777429292412769,0.0028515763739394373,0.962631943685792
-2771.778086_4245.402956,0.12240126618625631,0.1914657768474129,0.20683656242654702,0.008407356438842894,0.16639341626679474,0.3044956218341478
-2871.778086_2745.402956,0.052903149204060515,0.10408731980505552,0.2146366868324522,0.2695099600508971,0.04582316436515343,0.31303971974238365
-2871.778086_2845.402956,0.06494039939421063,0.11380406173989671,0.2803932049079283,0.06538905134549419,0.05360128390731264,0.42187199870515585
-2871.778086_2945.402956,0.06736198405589162,0.11938000735605156,0.3061375854386828,0.07087006733404677,0.05467730337292333,0.38157305244240297
-2871.778086_3045.402956,0.06552135449393212,0.1300284236494512,0.3534847543041536,0.03789146522230008,0.053646147182790545,0.35942785514737025
-2871.778086_3145.402956,0.047367245879366866,0.07619683633054157,0.4829943354724635,0.042853324630716144,0.03963396386599155,0.3109542938209216
-2871.778086_3245.402956,0.05903280486949834,0.11201173933106716,0.4291299812790844,0.043394998868945975,0.050305067310055115,0.3061254083413496
-2871.778086_3345.402956,0.05599093742938129,0.08706707003757809,0.4359200929806232,0.07312310664430834,0.043856017704144074,0.30404277520396267
-2871.778086_3445.402956,0.05794890755701084,0.09514084524450238,0.2830166176748601,0.13901024813423776,0.04778643459123891,0.3770969467981493
-2871.778086_3545.402956,0.0736077375154945,0.09366228074340983,0.27072772284745195,0.08896740984636946,0.048147688181701724,0.42488716086557454
-2871.778086_3645.402956,0.08225661891944959,0.12728331086541952,0.25008045537869616,0.04186393304480611,0.060283087791662714,0.43823259399996684
-2871.778086_3745.402956,0.0923465553823282,0.10529884468166334,0.2757431983362938,0.16706504366828623,0.047865482905449626,0.3116808750259803
-2871.778086_3845.402956,0.1516207958737741,0.15142349885556675,0.22736085847540632,0.05510103365696347,0.05720799097614238,0.3572858221621459
-2871.778086_3945.402956,0.10183217474466538,0.15419344337149332,0.20979829238752445,0.01987911896061381,0.08161573800381472,0.43268123253188884
-2871.778086_4045.402956,0.013198621532913598,0.02415515322612287,0.0465627838618589,0.0032323624689129036,0.012168229856714891,0.9006828490534776
-2871.778086_4145.402956,0.011345239370443112,0.02192463899361263,0.041570239486656585,0.00277505768702545,0.01140475591047471,0.9109800685517887
-2871.778086_4245.402956,0.03349543940017375,0.7384526232068552,0.06678302035722355,0.0033082195873458354,0.024075388840479245,0.1338853086079209
-2971.778086_2745.402956,0.07436555244004409,0.12596343051603193,0.2745972684917603,0.10308936309710107,0.058680597706175855,0.36330378774888783
-2971.778086_2845.402956,0.07575899560917405,0.12672989968991008,0.29251514797267414,0.1203601109846894,0.04963921754465245,0.33499662819889886
-2971.778086_2945.402956,0.07488043509444617,0.12346912317476057,0.3218023125166321,0.07240762715827094,0.05136903424856768,0.35607146780732446
-2971.778086_3045.402956,0.08964323404663536,0.12448514968272652,0.32655117944456724,0.0777940439749758,0.045323654041747215,0.33620273880934987
-2971.778086_3145.402956,0.07057978912533126,0.14770315611077697,0.3258706380543231,0.052778161784711244,0.060526156223011156,0.3425420987018464
-2971.778086_3245.402956,0.07153892922414931,0.13487731395660701,0.36551049854017764,0.05478430060956888,0.053768356711113435,0.3195206009583826
-2971.778086_3345.402956,0.09761295290882203,0.12948246568708854,0.267789389901431,0.03916454849344064,0.050701104135332194,0.41524953887388644
-2971.778086_3445.402956,0.0529856750874079,0.0973405670717571,0.3609940580296595,0.14797291491573883,0.042205789071021314,0.2985009958244163
-2971.778086_3545.402956,0.046486466965239295,0.0870791371108865,0.26839770393797785,0.3285092075855253,0.03770567559779151,0.23182180880258202
-2971.778086_3645.402956,0.05826912940613352,0.10325693146673509,0.2519021308185599,0.256826879028045,0.045853234245664884,0.2838916950348614
-2971.778086_3745.402956,0.05780972978873448,0.1190782296772183,0.290384637004943,0.17062983945050406,0.03702566500761424,0.325071899070986
-2971.778086_3845.402956,0.06412862371694122,0.08180909486056274,0.27351891922577415,0.2606038694376182,0.03456444072390452,0.28537505203519903
-2971.778086_3945.402956,0.07675873143091944,0.09311452472667477,0.2718598050757643,0.12993651653513677,0.04465962790552451,0.38367079432598
-2971.778086_4045.402956,0.0962923196456874,0.17327300007847787,0.2212681142614868,0.019644460440292038,0.06455931166778119,0.4249627939062767
-2971.778086_4145.402956,0.09071981002947797,0.11383512191473749,0.17561340849425502,0.04320625795251783,0.046745805008018816,0.5298795966009929
-2971.778086_4245.402956,0.1291238541748491,0.13106214191201482,0.18988932702831612,0.015312792493068213,0.07385635261486179,0.46075553177688844
-3071.778086_2745.402956,0.09201665559671329,0.12974591853702613,0.2969171335110416,0.06082070457988621,0.056012866347232584,0.36448672142810085
-3071.778086_2845.402956,0.07746649726015004,0.15337813348326304,0.33717476912256034,0.03974262282171096,0.05938624532864969,0.33285173198366663
-3071.778086_2945.402956,0.07549594714132737,0.22545348386170577,0.24654376128731423,0.03739412045608549,0.059464158522224767,0.355648528731344
-3071.778086_3045.402956,0.05999201192745604,0.12031781845268462,0.3087552177242366,0.06255971881393567,0.04192321774857743,0.40645201533310965
-3071.778086_3145.402956,0.07941270014626686,0.20887018016332135,0.2508440935914178,0.03869318868381144,0.05387347309762979,0.36830636431755415
-3071.778086_3245.402956,0.07872626484655262,0.11686687235440331,0.39244487309526066,0.060726556211884906,0.04978394978858134,0.30145148370331815
-3071.778086_3345.402956,0.08878952056766065,0.13427063752256171,0.3026465731599929,0.031430568950083775,0.062081554190397736,0.38078114560930315
-3071.778086_3445.402956,0.07682228336342874,0.12234295577575786,0.30724484130523944,0.08475466294237219,0.06493870142528417,0.3438965551879185
-3071.778086_3545.402956,0.07495729742367056,0.17111361880649067,0.2786186638394364,0.07481672715847897,0.049814637211071634,0.35067905556085355
-3071.778086_3645.402956,0.11079437340189939,0.18640667878624678,0.2543360582140931,0.04386820169819781,0.07329958549055461,0.33129510240900806
-3071.778086_3745.402956,0.08978280939942851,0.12355649013568673,0.2783489764570522,0.06099588651323574,0.06441105268097101,0.3829047848136269
-3071.778086_3845.402956,0.0498017401665148,0.07434801896327364,0.25318033710833654,0.32667600744424535,0.03791073660407353,0.25808315971355494
-3071.778086_3945.402956,0.25740042348109354,0.11539935123821923,0.23175492015734844,0.03191009307121529,0.05497246134195544,0.308562750710169
-3071.778086_4045.402956,0.10158176446656789,0.15366502826804115,0.260543447219115,0.04426067814114966,0.05323862801495696,0.3867104538901692
-3071.778086_4145.402956,0.031483618557508836,0.10677089451795141,0.07529684979130916,0.007820226441268124,0.022483370099373734,0.7561450405925886
-3071.778086_4245.402956,0.008640643772224043,0.018303911359063105,0.03272852100577761,0.0019941694990649843,0.006715306801618777,0.9316174475622513
-3171.778086_2745.402956,0.07832208435571342,0.1276453094696424,0.26852353884089447,0.03323489798666437,0.05316840678036152,0.43910576256672623
-3171.778086_2845.402956,0.07233723894892609,0.12674985811491776,0.2760905382730212,0.027106618946518654,0.05249774714588977,0.4452179985707271
-3171.778086_2945.402956,0.07434223632001974,0.12605624152923714,0.18184851125110044,0.024624148837143037,0.04813764994515282,0.544991212117348
-3171.778086_3045.402956,0.05326842353727038,0.13153636009788608,0.2813711363016424,0.08658288269065807,0.042540610635367564,0.40470058673717557
-3171.778086_3145.402956,0.09215963934043116,0.1624379558440891,0.28291302407579566,0.03339494534056597,0.07064365066461296,0.3584507847345059
-3171.778086_3245.402956,0.06839938269525091,0.1824453267505101,0.1983039318311332,0.03800797096854906,0.06047394263009324,0.45236944512446287
-3171.778086_3345.402956,0.08400515225099271,0.13165743224089255,0.35598839235733165,0.043314441543783236,0.05886732711904609,0.3261672544879549
-3171.778086_3445.402956,0.13640833520885906,0.20692940750507047,0.22064112017850795,0.030875556763293524,0.060386157227101965,0.3447594231171676
-3171.778086_3545.402956,0.07060969512065958,0.19030541354564565,0.3081396167366476,0.06613251034001263,0.05588976109765974,0.30892300315937554
-3171.778086_3645.402956,0.09080880569821068,0.10968487331176524,0.31100629461008195,0.09295183270476921,0.054673309225387476,0.3408748844497849
-3171.778086_3745.402956,0.05850502162809562,0.0901814847331669,0.34904391702303805,0.19330592008967037,0.040228180289405537,0.2687354762366242
-3171.778086_3845.402956,0.06837471318110865,0.12588946767315456,0.3534667547037165,0.09821414865204202,0.054150023634135784,0.2999048921558424
-3171.778086_3945.402956,0.04518849350724718,0.07762197593825632,0.26424783104188887,0.3275098423277549,0.03494549502342554,0.25048636216142606
-3171.778086_4045.402956,0.08898650451476918,0.15890273736065627,0.2674087545778061,0.0639909501227817,0.05814757971349064,0.3625634737104963
-3171.778086_4145.402956,0.07529083945072819,0.16985123552703302,0.18022591102749538,0.017867720631969626,0.05348472783874802,0.5032795655240254
