,Astrocyte,Endothelial,Excitatory,Inhibitory,Microglia,OD
-2171.778086_4245.402956,0.106090926,0.11267702,0.20685986,0.19425501,0.27879617,0.10132098
-2271.778086_2745.402956,0.34649894,0.07035313,0.05819174,0.12075418,0.24975076,0.1544513
-2271.778086_2845.402956,0.17012373,0.16283572,0.23786886,0.20595577,0.16676441,0.05645151
-2271.778086_2945.402956,0.22405718,0.21934538,0.20717144,0.18961506,0.10523537,0.054575566
-2271.778086_3045.402956,0.086253405,0.10531087,0.25793317,0.3592721,0.13591187,0.055318676
-2271.778086_3145.402956,0.18557486,0.14813802,0.25302637,0.21899657,0.16668493,0.02757931
-2271.778086_3245.402956,0.15304679,0.1359384,0.25114745,0.2397467,0.16792175,0.052198898
-2271.778086_3345.402956,0.11399513,0.1506325,0.30872613,0.30243894,0.107357934,0.016849326
-2271.778086_3445.402956,0.15961167,0.15206361,0.2585105,0.22442944,0.11853994,0.08684484
-2271.778086_3545.402956,0.11444695,0.11616646,0.2962726,0.3354088,0.11601568,0.021689527
-2271.778086_3645.402956,0.19419084,0.13035819,0.20394634,0.17185842,0.17109454,0.12855163
-2271.778086_3745.402956,0.22309254,0.23348881,0.1697245,0.18646185,0.11215061,0.075081706
-2271.778086_3845.402956,0.13530922,0.21205954,0.16306278,0.25996345,0.18462406,0.044980958
-2271.778086_3945.402956,0.1735614,0.1207972,0.20385183,0.20636614,0.21380779,0.08161558
-2271.778086_4045.402956,0.22936417,0.1679828,0.1816689,0.24573363,0.14386067,0.031389885
-2271.778086_4145.402956,0.20173448,0.123013765,0.16914387,0.12655568,0.31167158,0.067880586
-2271.778086_4245.402956,0.14285302,0.120581836,0.14305416,0.09427295,0.26571733,0.23352063
-2371.778086_2745.402956,0.23260976,0.14912589,0.1274921,0.26266786,0.19835211,0.029752232
-2371.778086_2845.402956,0.17255685,0.24455313,0.19759355,0.1696737,0.16345796,0.05216481
-2371.778086_2945.402956,0.16906779,0.1472679,0.31937915,0.20587003,0.13037883,0.02803635
-2371.778086_3045.402956,0.115584426,0.12663917,0.32872993,0.27818123,0.12745647,0.023408754
-2371.778086_3145.402956,0.16116297,0.11130038,0.3095396,0.25870907,0.13543679,0.023851177
-2371.778086_3245.402956,0.17571376,0.12558013,0.29433492,0.23256937,0.14420323,0.027598515
-2371.778086_3345.402956,0.15864584,0.17040716,0.27274984,0.22839555,0.13949147,0.030310161
-2371.778086_3445.402956,0.16792573,0.15656063,0.2582515,0.19985192,0.17639112,0.04101906
-2371.778086_3545.402956,0.16115735,0.13643178,0.25660518,0.29295588,0.12771146,0.025138328
-2371.778086_3645.402956,0.2195051,0.13676941,0.21406512,0.21429166,0.136288,0.079080716
-2371.778086_3745.402956,0.20060886,0.15064603,0.19204062,0.23711091,0.15366139,0.06593215
-2371.778086_3845.402956,0.15336123,0.14112025,0.2375804,0.27752027,0.14473219,0.04568574
-2371.778086_3945.402956,0.12151195,0.15694658,0.24553013,0.30316317,0.14190502,0.030943068
-2371.778086_4045.402956,0.23126008,0.12816983,0.19334601,0.24800114,0.13434963,0.064873315
-2371.778086_4145.402956,0.20539275,0.15880157,0.14285325,0.1270987,0.2066387,0.15921505
-2371.778086_4245.402956,0.06321769,0.1160107,0.16173138,0.127858,0.2529033,0.27827886
-2471.778086_2745.402956,0.088760026,0.15313031,0.14395037,0.3203545,0.27822408,0.015580816
-2471.778086_2845.402956,0.13682061,0.16807304,0.2307491,0.26039606,0.17313188,0.03082932
-2471.778086_2945.402956,0.16406308,0.14386906,0.20360142,0.2692368,0.16459908,0.054630492
-2471.778086_3045.402956,0.14067693,0.18992198,0.22302525,0.2601811,0.13548014,0.050714675
-2471.778086_3145.402956,0.1509438,0.13130276,0.29967102,0.2524562,0.13764541,0.027980885
-2471.778086_3245.402956,0.15509108,0.14598127,0.29237935,0.24199143,0.13477972,0.029777216
-2471.778086_3345.402956,0.17682856,0.12732917,0.2591298,0.27912846,0.13240513,0.025178889
-2471.778086_3445.402956,0.13840748,0.20086168,0.26602128,0.25332886,0.11247044,0.028910115
-2471.778086_3545.402956,0.17242199,0.16199535,0.25311816,0.25627595,0.13056155,0.025626983
-2471.778086_3645.402956,0.19328362,0.15911087,0.20053484,0.25646073,0.14635423,0.044255793
-2471.778086_3745.402956,0.15155284,0.11742625,0.2767319,0.30990916,0.11361844,0.030761449
-2471.778086_3845.402956,0.17412798,0.21756937,0.18701649,0.24405874,0.13735992,0.039867416
-2471.778086_3945.402956,0.24329774,0.14948192,0.14171436,0.22316064,0.184325,0.058020376
-2471.778086_4045.402956,0.33297262,0.22142589,0.09378634,0.15435618,0.15263423,0.04482476
-2471.778086_4145.402956,0.2846393,0.2932652,0.086944215,0.06227482,0.14972557,0.123150826
-2471.778086_4245.402956,0.26440394,0.12349596,0.12388616,0.107576266,0.078637436,0.3020002
-2571.778086_2745.402956,0.043755114,0.10011284,0.21504532,0.36281446,0.19720845,0.081063844
-2571.778086_2845.402956,0.16133788,0.17659225,0.17854698,0.23056206,0.15608108,0.0968797
-2571.778086_2945.402956,0.102812275,0.21472794,0.23510271,0.2641024,0.14655171,0.03670303
-2571.778086_3045.402956,0.13161838,0.16303717,0.25754067,0.28447658,0.13267206,0.03065509
-2571.778086_3145.402956,0.10066723,0.18767132,0.27490655,0.2822732,0.121011965,0.033469684
-2571.778086_3245.402956,0.12339608,0.1611474,0.26295888,0.25881398,0.15964445,0.03403909
-2571.778086_3345.402956,0.11585803,0.16982171,0.26955694,0.25269085,0.16829737,0.023775188
-2571.778086_3445.402956,0.14171201,0.23987472,0.2220509,0.24527574,0.12211066,0.028975975
-2571.778086_3545.402956,0.14369585,0.17180106,0.24816582,0.20278697,0.20343667,0.030113677
-2571.778086_3645.402956,0.19013144,0.15386233,0.2270773,0.24600427,0.15392947,0.02899513
-2571.778086_3745.402956,0.14938517,0.1450066,0.17790975,0.33515897,0.16159657,0.030942911
-2571.778086_3845.402956,0.16743286,0.15566258,0.18626362,0.25457513,0.20295857,0.03310732
-2571.778086_3945.402956,0.16224368,0.23191628,0.20722243,0.22683,0.14062423,0.031163404
-2571.778086_4045.402956,0.21837677,0.0475816,0.03536165,0.061580867,0.053795114,0.5833039
-2571.778086_4145.402956,0.24444099,0.16288677,0.058276094,0.16400765,0.15987533,0.21051311
-2571.778086_4245.402956,0.0873417,0.092759885,0.24144027,0.2048142,0.14470306,0.22894083
-2671.778086_2745.402956,0.1581952,0.1255517,0.20612651,0.16792744,0.2675513,0.07464789
-2671.778086_2845.402956,0.17219052,0.14408258,0.25062826,0.23131156,0.1242886,0.07749857
-2671.778086_2945.402956,0.18124965,0.19800249,0.25489196,0.114920855,0.07112758,0.1798075
-2671.778086_3045.402956,0.22139382,0.22377701,0.20189454,0.17039232,0.15624948,0.026292847
-2671.778086_3145.402956,0.30749866,0.18467219,0.078697614,0.11502859,0.2875752,0.02652777
-2671.778086_3245.402956,0.34510493,0.13359627,0.14085211,0.16937569,0.18989956,0.02117134
-2671.778086_3345.402956,0.10562183,0.10427302,0.32141438,0.24780954,0.2003293,0.020551901
-2671.778086_3445.402956,0.14262924,0.20015416,0.23551501,0.22080114,0.15132941,0.04957106
-2671.778086_3545.402956,0.1613277,0.13818972,0.28650188,0.2875878,0.109332226,0.017060736
-2671.778086_3645.402956,0.2570628,0.17596886,0.20680694,0.22001813,0.114877254,0.02526601
-2671.778086_3745.402956,0.1334987,0.1557314,0.28115457,0.20948534,0.19678111,0.023348913
-2671.778086_3845.402956,0.20242904,0.18651932,0.18830065,0.2468165,0.12867418,0.047260176
-2671.778086_3945.402956,0.33476442,0.1803429,0.08064804,0.09705395,0.18131496,0.12587574
-2671.778086_4045.402956,0.30463842,0.038725913,0.019282255,0.02506111,0.06985486,0.5424374
-2671.778086_4145.402956,0.094711825,0.046708398,0.02319407,0.02867167,0.052785102,0.7539289
-2671.778086_4245.402956,0.33859643,0.0945965,0.25550163,0.059725896,0.083643235,0.16793631
-2771.778086_2745.402956,0.17676958,0.17594747,0.22012432,0.20822258,0.16244371,0.056492276
-2771.778086_2845.402956,0.10530541,0.25540838,0.28409517,0.13486068,0.14853953,0.07179087
-2771.778086_2945.402956,0.17691937,0.37786666,0.09287342,0.07776944,0.21173428,0.06283682
-2771.778086_3045.402956,0.22731335,0.16377707,0.20985742,0.1949536,0.16950372,0.034594826
-2771.778086_3145.402956,0.19193904,0.1809137,0.24432473,0.19401638,0.16011882,0.028687231
-2771.778086_3245.402956,0.10723344,0.16611324,0.24129356,0.2506688,0.21105127,0.023639742
-2771.778086_3345.402956,0.19452898,0.21597107,0.19548087,0.23808171,0.13046333,0.025474027
-2771.778086_3445.402956,0.17599581,0.20258851,0.240661,0.21267876,0.14519568,0.02288024
-2771.778086_3545.402956,0.2384748,0.12952153,0.28050613,0.17305003,0.16092204,0.017525341
-2771.778086_3645.402956,0.21647574,0.18003842,0.19158803,0.2091371,0.16960357,0.03315713
-2771.778086_3745.402956,0.34042794,0.11191772,0.14665712,0.27434295,0.102867365,0.023786858
-2771.778086_3845.402956,0.1962978,0.22257021,0.16473368,0.20009756,0.16638169,0.04991907
-2771.778086_3945.402956,0.09010257,0.1391375,0.06732692,0.1931373,0.10261329,0.4076824
-2771.778086_4045.402956,0.12060831,0.14096084,0.031668123,0.014115415,0.07637417,0.6162731
-2771.778086_4145.402956,0.067933396,0.13783316,0.018784296,0.013656425,0.06707186,0.69472086
-2771.778086_4245.402956,0.17879619,0.05632586,0.03327154,0.032769658,0.65105426,0.047782466
-2871.778086_2745.402956,0.09798125,0.17641476,0.22334442,0.2916411,0.17086597,0.03975254
-2871.778086_2845.402956,0.14507307,0.14320949,0.18360654,0.30961126,0.16020916,0.05829055
-2871.778086_2945.402956,0.13350134,0.15166299,0.25006324,0.30264953,0.13183682,0.030286185
-2871.778086_3045.402956,0.12415036,0.19743945,0.2644268,0.25057426,0.13308077,0.030328387
-2871.778086_3145.402956,0.11769303,0.1063862,0.3270608,0.296844,0.12179448,0.030221429
-2871.778086_3245.402956,0.1241542,0.12525412,0.31256172,0.22009714,0.1893895,0.02854333
-2871.778086_3345.402956,0.118934065,0.11419828,0.31994373,0.32343173,0.09709866,0.026393475
-2871.778086_3445.402956,0.13262913,0.108609654,0.28070137,0.27419782,0.14567164,0.058190428
-2871.778086_3545.402956,0.20384371,0.11260362,0.22256821,0.2678522,0.13775241,0.05537983
-2871.778086_3645.402956,0.2373171,0.1216564,0.18597962,0.24700515,0.12716547,0.08087629
-2871.778086_3745.402956,0.20151469,0.14990625,0.20881018,0.24351938,0.17113058,0.02511889
-2871.778086_3845.402956,0.26664743,0.21955717,0.1530063,0.1754646,0.15596421,0.029360298
-2871.778086_3945.402956,0.20168133,0.15119818,0.10711281,0.14390768,0.31728593,0.07881413
-2871.778086_4045.402956,0.17491168,0.063731745,0.01671408,0.011944764,0.22655304,0.50614464
-2871.778086_4145.402956,0.015813703,0.020002577,0.007672705,0.00911943,0.11402051,0.8333711
-2871.778086_4245.402956,0.24440777,0.6001319,0.020020315,0.017310405,0.09291031,0.025219165
-2971.778086_2745.402956,0.13679506,0.21155657,0.18088356,0.29264647,0.1475126,0.030605773
-2971.778086_2845.402956,0.1874549,0.17301215,0.20948026,0.25436828,0.14559095,0.030093519
-2971.778086_2945.402956,0.16364422,0.17757224,0.22175218,0.24940638,0.15539195,0.032232977
-2971.778086_3045.402956,0.20704053,0.17847486,0.21381988,0.21296218,0.15418129,0.03352121
-2971.778086_3145.402956,0.121408075,0.13695943,0.29059297,0.32090777,0.11096925,0.019162454
-2971.778086_3245.402956,0.14208934,0.13178009,0.29013875,0.2363672,0.17047472,0.02914992
-2971.778086_3345.402956,0.22637394,0.15026951,0.23931408,0.18230523,0.13618591,0.065551355
-2971.778086_3445.402956,0.115606025,0.13699733,0.30192032,0.28985068,0.12680008,0.028825585
-2971.778086_3545.402956,0.1280568,0.14348002,0.25219372,0.34137282,0.11024112,0.024655487
-2971.778086_3645.402956,0.14258821,0.16464855,0.24614844,0.2679968,0.15065232,0.027965743
-2971.778086_3745.402956,0.16489926,0.1848791,0.19048943,0.25355345,0.15912995,0.0470488
-2971.778086_3845.402956,0.18660899,0.15682055,0.2003987,0.2713048,0.15019405,0.034672856
-2971.778086_3945.402956,0.19872016,0.15960783,0.20022763,0.23746909,0.1501441,0.053831186
-2971.778086_4045.402956,0.23079775,0.22292818,0.19085643,0.15844607,0.12511924,0.07185232
-2971.778086_4145.402956,0.27928373,0.16799764,0.16769277,0.16484922,0.13347667,0.08670002
-2971.778086_4245.402956,0.4029196,0.08855965,0.14849535,0.14982393,0.08889147,0.12130995
-3071.778086_2745.402956,0.16945797,0.15916945,0.23988432,0.2523695,0.13068314,0.048435617
-3071.778086_2845.402956,0.14743778,0.15707777,0.27175167,0.25908872,0.1346907,0.029953338
-3071.778086_2945.402956,0.16777527,0.25334454,0.20758887,0.1847818,0.14065203,0.045857474
-3071.778086_3045.402956,0.17462172,0.19516182,0.23509349,0.19499737,0.1300645,0.07006111
-3071.778086_3145.402956,0.18315208,0.23946472,0.21356168,0.19776952,0.12441224,0.04163984
-3071.778086_3245.402956,0.20120993,0.114899814,0.27598307,0.25382143,0.12574089,0.028344827
-3071.778086_3345.402956,0.18325387,0.15528439,0.20518695,0.22643964,0.19035712,0.039478004
-3071.778086_3445.402956,0.106031366,0.09034989,0.28044915,0.3552294,0.14220268,0.025737496
-3071.778086_3545.402956,0.20259799,0.21215004,0.2255384,0.16472837,0.15351935,0.04146579
-3071.778086_3645.402956,0.21365744,0.20150347,0.19279577,0.24598922,0.12837176,0.017682366
-3071.778086_3745.402956,0.18235046,0.12913659,0.22895676,0.2838816,0.12629151,0.049383048
-3071.778086_3845.402956,0.13277434,0.14418752,0.23866995,0.29865795,0.15779984,0.02791033
-3071.778086_3945.402956,0.3767955,0.17103796,0.13415089,0.13729985,0.16134839,0.019367326
-3071.778086_4045.402956,0.26986372,0.19349392,0.16777065,0.2225139,0.102014214,0.044343602
-3071.778086_4145.402956,0.22736807,0.28726667,0.09434969,0.09162862,0.14003466,0.15935235
-3071.778086_4245.402956,0.15137276,0.1470414,0.031855803,0.0424285,0.054816857,0.5724846
-3171.778086_2745.402956,0.17597044,0.17848535,0.23516041,0.1942015,0.1442,0.07198232
-3171.778086_2845.402956,0.16805097,0.13206638,0.25124127,0.21811658,0.1539531,0.07657166
-3171.778086_2945.402956,0.23205048,0.18377605,0.16289294,0.16436435,0.1588455,0.098070644
-3171.778086_3045.402956,0.117719606,0.2084262,0.21834421,0.21592285,0.13570292,0.10388419
-3171.778086_3145.402956,0.20945194,0.1838189,0.28662848,0.19209968,0.09115085,0.03685011
-3171.778086_3245.402956,0.15341498,0.20351721,0.18152088,0.2403771,0.13184203,0.08932787
-3171.778086_3345.402956,0.17088461,0.12817332,0.30678037,0.25270507,0.11272501,0.028731568
-3171.778086_3445.402956,0.2505276,0.24068812,0.15558156,0.17368078,0.15112999,0.028391974
-3171.778086_3545.402956,0.14195405,0.21590114,0.23119752,0.2254605,0.15572955,0.029757243
-3171.778086_3645.402956,0.21558066,0.11802325,0.27055538,0.24597292,0.11757055,0.032297198
-3171.778086_3745.402956,0.14734519,0.15705201,0.2634244,0.23389275,0.17088044,0.027405184
-3171.778086_3845.402956,0.114642784,0.18197736,0.30825335,0.22167486,0.15281156,0.020640085
-3171.778086_3945.402956,0.12724362,0.13697964,0.2812032,0.2688338,0.15616778,0.029571956
-3171.778086_4045.402956,0.20608316,0.17937115,0.17422101,0.29033563,0.120576605,0.029412515
-3171.778086_4145.402956,0.20578969,0.117936864,0.16741621,0.09637563,0.29775268,0.11472893
-3171.778086_4245.402956,0.12349162,0.18488884,0.1464761,0.14703488,0.26337925,0.13472936
-3271.778086_2745.402956,0.18440096,0.20322801,0.1924074,0.2009083,0.16954102,0.049514286
-3271.778086_2845.402956,0.17788552,0.18776588,0.2707186,0.22911249,0.10826868,0.026248846
-3271.778086_2945.402956,0.20380558,0.13339807,0.24204414,0.23793249,0.15755619,0.025263557
-3271.778086_3045.402956,0.1635685,0.12757589,0.21254326,0.20779115,0.15344353,0.13507779
-3271.778086_3145.402956,0.21283923,0.106107526,0.20788579,0.28778088,0.11449806,0.070888534
-3271.778086_3245.402956,0.2146953,0.18903674,0.19202764,0.20759583,0.10013712,0.096507326
-3271.778086_3345.402956,0.1305796,0.20177086,0.23903969,0.21999595,0.1112292,0.09738479
-3271.778086_3445.402956,0.22458349,0.20271342,0.17848036,0.1926677,0.13309826,0.06845677
-3271.778086_3545.402956,0.061142076,0.15842848,0.34189186,0.26937696,0.1510331,0.018127462
-3271.778086_3645.402956,0.12085712,0.12979375,0.26688582,0.25314733,0.20272012,0.026595898
-3271.778086_3745.402956,0.1699553,0.16494364,0.2428219,0.27224594,0.11888861,0.031144548
-3271.778086_3845.402956,0.07995422,0.14020288,0.22153158,0.28469822,0.22921667,0.044396393
-3271.778086_3945.402956,0.18515632,0.09480278,0.2229093,0.34342548,0.12839484,0.02531135
-3271.778086_4045.402956,0.21921037,0.1421753,0.24806625,0.24536172,0.11915512,0.026031207
-3271.778086_4145.402956,0.15791163,0.12634999,0.2001885,0.2360679,0.19899444,0.08048753
-3271.778086_4245.402956,0.17679687,0.10238437,0.19108713,0.14345576,0.29085535,0.09542053
-3371.778086_2745.402956,0.21206012,0.18014558,0.17964676,0.18188709,0.12736785,0.11889248
-3371.778086_2845.402956,0.2279373,0.20577212,0.16415048,0.20029251,0.12541372,0.07643387
-3371.778086_2945.402956,0.18564044,0.1641389,0.12764871,0.25867936,0.108448215,0.1554444
-3371.778086_3045.402956,0.1707008,0.17718348,0.22770499,0.22043772,0.1759886,0.027984334
-3371.778086_3145.402956,0.21134211,0.2618459,0.14335218,0.13072762,0.08547436,0.16725793
-3371.778086_3245.402956,0.18967135,0.14411941,0.18151765,0.21702547,0.24365823,0.024007844
-3371.778086_3345.402956,0.06378502,0.15068626,0.27052274,0.28655684,0.1950101,0.03343908
-3371.778086_3445.402956,0.19646698,0.09756028,0.2110556,0.25547358,0.19516626,0.044277288
-3371.778086_3545.402956,0.21133931,0.103297725,0.21170487,0.17159231,0.22334735,0.078718424
-3371.778086_3645.402956,0.18572694,0.15973915,0.24126795,0.24210581,0.12511404,0.04604607
-3371.778086_3745.402956,0.15507798,0.12915148,0.28038776,0.24444044,0.14807764,0.042864714
-3371.778086_3845.402956,0.18574119,0.11862439,0.24264807,0.2932742,0.13842376,0.021288354
-3371.778086_3945.402956,0.21653593,0.23112918,0.20402089,0.20248485,0.10719267,0.03863652
-3371.778086_4045.402956,0.17613852,0.24705243,0.18427958,0.17399527,0.18632579,0.032208342
-3371.778086_4145.402956,0.08402752,0.1380317,0.2837725,0.25934646,0.2176502,0.01717163
-3371.778086_4245.402956,0.31931695,0.10503521,0.15886071,0.18540879,0.18938826,0.041990057
-3471.778086_2745.402956,0.15986773,0.20822465,0.17295896,0.27984157,0.15581554,0.023291582
-3471.778086_2845.402956,0.22057453,0.22405064,0.044485603,0.1344848,0.10957088,0.26683348
-3471.778086_2945.402956,0.14312452,0.24065374,0.12566262,0.14712065,0.1728292,0.17060927
-3471.778086_3045.402956,0.17199656,0.12406128,0.23170227,0.21127819,0.18910882,0.07185283
-3471.778086_3145.402956,0.2413046,0.08095818,0.25065354,0.2418592,0.0945913,0.090633094
-3471.778086_3245.402956,0.38816962,0.16653703,0.10281281,0.13649228,0.09402385,0.11196434
-3471.778086_3345.402956,0.19146565,0.14016747,0.17753433,0.15648472,0.11839453,0.2159533
-3471.778086_3445.402956,0.16040826,0.22871898,0.15362364,0.2231568,0.13737868,0.09671374
-3471.778086_3545.402956,0.15772142,0.19490984,0.18220161,0.2630604,0.16327552,0.03883122
-3471.778086_3645.402956,0.16455719,0.12270645,0.22442064,0.3050211,0.13762207,0.04567255
-3471.778086_3745.402956,0.18829565,0.1993018,0.20965844,0.2602685,0.11361422,0.028861353
-3471.778086_3845.402956,0.19807963,0.14329238,0.22372171,0.22083056,0.13060603,0.0834697
-3471.778086_3945.402956,0.1029036,0.23906794,0.20124671,0.26719105,0.1659779,0.023612738
-3471.778086_4045.402956,0.1663275,0.20156297,0.2548739,0.22001645,0.12372753,0.03349164
-3471.778086_4145.402956,0.28470722,0.11321172,0.18995051,0.24331027,0.09311307,0.075707264
-3471.778086_4245.402956,0.13576387,0.11528318,0.20704344,0.37808722,0.1441789,0.019643413
1179.730793_2730.950073,0.2343152,0.23359647,0.12567283,0.20510323,0.12100874,0.08030347
1179.730793_2830.950073,0.18502599,0.15651502,0.20062955,0.29297942,0.11309608,0.051753942
1179.730793_2930.950073,0.23791648,0.16361773,0.17717403,0.06699316,0.09681162,0.25748703
1179.730793_3030.950073,0.12471579,0.16819991,0.2767951,0.23030722,0.14719132,0.0527907
1179.730793_3130.950073,0.25240386,0.12662178,0.2237372,0.20223719,0.15757167,0.037428316
1179.730793_3230.950073,0.25193092,0.10398172,0.20582813,0.18732859,0.077173285,0.17375737
1179.730793_3330.950073,0.22794065,0.2359549,0.15150827,0.19460973,0.1399177,0.05006874
1179.730793_3430.950073,0.21944076,0.10722299,0.21430974,0.2593592,0.10181302,0.09785433
1179.730793_3530.950073,0.1653401,0.08444487,0.3134322,0.29163495,0.12370568,0.021442259
1179.730793_3630.950073,0.08487474,0.16354658,0.27119893,0.31297946,0.14427495,0.023125282
1179.730793_3730.950073,0.16574048,0.09923429,0.33388692,0.26182544,0.1175529,0.021759996
1179.730793_3830.950073,0.20363545,0.10598755,0.2511682,0.23907651,0.13450894,0.06562333
1179.730793_3930.950073,0.12308655,0.16827418,0.3222627,0.26848984,0.09101163,0.026875105
1179.730793_4030.950073,0.11755191,0.14936936,0.29312432,0.2867189,0.12224703,0.030988514
1179.730793_4130.950073,0.099080145,0.11904282,0.30965626,0.34123164,0.1096657,0.021323454
1179.730793_4230.950073,0.14333402,0.19473483,0.20806444,0.3110136,0.11961413,0.023238935
1279.730793_2730.950073,0.33601618,0.16289845,0.10386556,0.09884615,0.10967525,0.18869849
1279.730793_2830.950073,0.21325873,0.19457974,0.19219582,0.18363012,0.16680239,0.04953312
1279.730793_2930.950073,0.20845103,0.15022308,0.20576644,0.17024997,0.09652438,0.1687851
1279.730793_3030.950073,0.15492553,0.14242378,0.27524433,0.25420702,0.14826761,0.024931736
1279.730793_3130.950073,0.2297756,0.19884865,0.13364553,0.17434877,0.16614102,0.09724047
1279.730793_3230.950073,0.061528817,0.074902534,0.15764162,0.19816622,0.15294641,0.35481438
1279.730793_3330.950073,0.18108994,0.2687546,0.10455147,0.14038078,0.15678559,0.1484376
1279.730793_3430.950073,0.12236504,0.17968775,0.31717125,0.21581505,0.14725761,0.01770335
1279.730793_3530.950073,0.26551723,0.18006122,0.19636627,0.15609065,0.1823358,0.019628782
1279.730793_3630.950073,0.25583264,0.22111987,0.14451335,0.17406644,0.17714678,0.027320925
1279.730793_3730.950073,0.12466852,0.11955633,0.27428508,0.27378464,0.15506786,0.052637603
1279.730793_3830.950073,0.063140295,0.07648895,0.19453011,0.3914401,0.2606993,0.013701262
1279.730793_3930.950073,0.08844443,0.11880717,0.26430702,0.27914524,0.2230642,0.026231926
