,Astrocyte,Endothelial,Excitatory,Inhibitory,Microglia,OD
-2271.778086_3545.402956,0.186359687,9.72E-05,0.69701693,0.101533574,0.00523656,0.009756088
-2271.778086_3645.402956,0.316961421,2.51E-05,0.065519841,0.064370253,0.157146763,0.395976611
-2271.778086_3745.402956,0.451385677,0.149935045,0.076030586,0.088490705,0.025656528,0.208501458
-2271.778086_3845.402956,0.243430867,0.202647928,0.168226299,0.26203643,0.046461345,0.077197131
-2271.778086_3945.402956,0.283597303,0.000447984,0.183175353,0.147497992,0.195201324,0.190080044
-2271.778086_4045.402956,0.455781381,0.195154336,0.110673416,0.22080842,0.017066125,0.000516321
-2271.778086_4145.402956,0.416600403,0.000164143,0.108274532,0.086955764,0.156275804,0.231729355
-2271.778086_4245.402956,0.261506611,0.051253682,8.36E-05,0.037528552,0.205966913,0.443660692
-2371.778086_2745.402956,0.554496645,0.074738234,0.010870323,0.297243808,0.062186476,0.000464515
-2371.778086_2845.402956,0.341287824,0.307511713,0.052832873,0.137507926,0.093688291,0.067171374
-2371.778086_2945.402956,0.40233746,0.000129862,0.409026398,0.132661942,0.03648075,0.019363589
-2371.778086_3045.402956,0.209847743,0.00010574,0.560154933,0.122246214,0.106759429,0.000885941
-2371.778086_3145.402956,0.35098342,0.000161348,0.43955024,0.178830186,0.030313458,0.000161348
-2371.778086_3245.402956,0.402388705,7.70E-05,0.421329655,0.127483005,0.048644605,7.70E-05
-2371.778086_3345.402956,0.337317181,0.201899761,0.30229107,0.077803991,0.057760643,0.022927355
-2371.778086_3445.402956,0.345362065,0.00052304,0.256535616,0.115794449,0.179783104,0.102001727
-2371.778086_3545.402956,0.384850964,0.064615792,0.314211233,0.20090153,0.035218324,0.000202158
-2371.778086_3645.402956,0.286876346,0.02304359,0.325263035,0.10171948,0.025706486,0.237391063
-2371.778086_3745.402956,0.366357959,0.000129576,0.178896255,0.097049384,0.137347671,0.220219154
-2371.778086_3845.402956,0.258490563,0.063496595,0.376008396,0.186424127,0.017382038,0.098198282
-2371.778086_3945.402956,0.242251592,0.15621743,0.391158122,0.163876536,0.045899856,0.000596464
-2371.778086_4045.402956,0.522545463,2.20E-05,0.138805946,0.123008209,0.05281335,0.162805041
-2371.778086_4145.402956,0.41936695,4.38E-05,0.1038508,0.041373073,0.010346562,0.425018797
-2371.778086_4245.402956,0.07777331,0.021386212,0.000998197,0.051191985,0.176586675,0.672063621
-2471.778086_2745.402956,0.18148847,0.099569716,0.163979214,0.201404246,0.352180844,0.001377509
-2471.778086_2845.402956,0.413383269,0.158249717,0.205010868,0.179267282,0.043719249,0.000369615
-2471.778086_2945.402956,0.296725674,7.29E-05,0.332275587,0.193675419,0.034280027,0.142970365
-2471.778086_3045.402956,0.290428924,0.105980451,0.160337284,0.208507035,0.035083015,0.19966329
-2471.778086_3145.402956,0.382329703,0.000394496,0.345302596,0.123369702,0.130735257,0.017868245
-2471.778086_3245.402956,0.344026245,2.52E-05,0.344381115,0.197178651,0.085230952,0.02915783
-2471.778086_3345.402956,0.442816918,0.00016723,0.372593778,0.170276776,0.003420223,0.010725075
-2471.778086_3445.402956,0.305677013,0.177532979,0.294494155,0.185094668,0.037017424,0.000183761
-2471.778086_3545.402956,0.36663093,0.099310007,0.383326932,0.136858137,0.013852593,2.14E-05
-2471.778086_3645.402956,0.309448475,0.0476138,0.142809996,0.190207539,0.254780801,0.055139389
-2471.778086_3745.402956,0.295399937,0.000872754,0.367754912,0.273107391,0.037853991,0.025011014
-2471.778086_3845.402956,0.325805413,0.211886849,0.261212551,0.166909264,0.03005366,0.004132264
-2471.778086_3945.402956,0.44686029,0.014107138,0.119508028,0.146758699,0.190887864,0.081877982
-2471.778086_4045.402956,0.496651217,0.193245984,0.000152251,0.07587762,0.217728383,0.016344544
-2471.778086_4145.402956,0.360914577,0.182878601,0.00017671,0.011040725,0.19619532,0.248794066
-2471.778086_4245.402956,0.291489532,0.036938819,2.19E-05,0.044599051,2.19E-05,0.626928812
-2571.778086_2745.402956,0.077302154,0.000897517,0.507493911,0.186591406,0.065788566,0.161926445
-2571.778086_2845.402956,0.397421301,0.108086069,0.09066495,0.122874297,0.207300426,0.073652957
-2571.778086_2945.402956,0.163632103,0.268806447,0.408111116,0.12011099,0.010125929,0.029213415
-2571.778086_3045.402956,0.302394817,0.080538555,0.35542615,0.146497299,0.111692099,0.00345108
-2571.778086_3145.402956,0.16318425,0.130181907,0.256209898,0.237819057,0.134982053,0.077622835
-2571.778086_3245.402956,0.311252884,7.23E-05,0.480127362,0.143540485,0.024963566,0.040043432
-2571.778086_3345.402956,0.23131998,0.128914886,0.288580613,0.121964706,0.228597793,0.000622022
-2571.778086_3445.402956,0.373536248,0.152751678,0.221077758,0.171480263,0.029752157,0.051401897
-2571.778086_3545.402956,0.297905169,0.138603768,0.352550645,0.106325535,0.104110984,0.000503899
-2571.778086_3645.402956,0.316748955,0.070149336,0.251367537,0.188344752,0.173297359,9.21E-05
-2571.778086_3745.402956,0.349119292,0.073460573,0.200147651,0.355011649,0.018830739,0.003430096
-2571.778086_3845.402956,0.366427842,0.008022619,0.276520393,0.221792837,0.127055958,0.000180352
-2571.778086_3945.402956,0.351189055,0.101341302,0.219707855,0.143039865,0.184551266,0.000170658
-2571.778086_4045.402956,0.241768287,0.000783364,0.000783364,0.03801027,0.000783364,0.71787135
-2571.778086_4145.402956,0.293059015,0.132748406,5.81E-05,0.088126831,0.07339524,0.412612445
-2571.778086_4245.402956,0.083175136,0.000307495,0.364080733,0.074732428,0.010756098,0.46694811
-2671.778086_2745.402956,0.388211442,0.000564445,0.045485769,0.082375241,0.374231524,0.109131579
-2671.778086_2845.402956,0.423318823,0.00037665,0.279834839,0.040526114,0.036588796,0.219354778
-2671.778086_2945.402956,0.181154953,0.253134008,0.010915931,0.028129579,0.000226194,0.526439335
-2671.778086_3045.402956,0.399134435,0.146972586,0.295237005,0.121451168,0.036309717,0.000895089
-2671.778086_3145.402956,0.635255849,0.010025926,0.000184344,0.064521553,0.287471079,0.00254125
-2671.778086_3245.402956,0.658595849,0.000997889,0.15889556,0.176853187,0.003659626,0.000997889
-2671.778086_3345.402956,0.255612441,0.000403734,0.611287576,0.10441154,0.008951503,0.019333207
-2671.778086_3445.402956,0.29813831,0.088735758,0.305459315,0.114995594,0.06261206,0.130058963
-2671.778086_3545.402956,0.407878762,0.000849601,0.429365872,0.136687242,0.024368921,0.000849601
-2671.778086_3645.402956,0.609324719,0.172995647,0.051356433,0.130035634,0.035738603,0.000548964
-2671.778086_3745.402956,0.34604324,0.154875876,0.252242346,0.167891295,0.078344968,0.000602275
-2671.778086_3845.402956,0.529182746,0.256911375,0.018966737,0.145729663,0.048594364,0.000615115
-2671.778086_3945.402956,0.503834573,0.028055082,8.14E-05,0.024603471,0.236861142,0.206564288
-2671.778086_4045.402956,0.289409234,0.000501775,0.000501775,0.019287135,0.044785554,0.645514527
-2671.778086_4145.402956,0.147424986,0.000285795,0.000285795,0.001855078,0.012564663,0.837583684
-2671.778086_4245.402956,0.838124028,0.000367113,0.160407519,0.000367113,0.000367113,0.000367113
-2771.778086_2745.402956,0.631351213,0.000299619,0.147526867,0.123814034,0.080878688,0.016129578
-2771.778086_2845.402956,0.199653186,0.000820956,0.380681134,0.039414726,0.304128523,0.075301475
-2771.778086_2945.402956,0.389790007,0.165181288,0.164386453,0.012927,0.266961912,0.000753341
-2771.778086_3045.402956,0.460790774,0.027765127,0.286890666,0.082953514,0.121229458,0.02037046
-2771.778086_3145.402956,0.55050683,0.084877157,0.222141211,0.046570494,0.095611922,0.000292386
-2771.778086_3245.402956,0.294196648,0.000569918,0.31677832,0.138046963,0.23847153,0.011936622
-2771.778086_3345.402956,0.530180386,0.163596745,0.189277547,0.100937491,0.015711294,0.000296536
-2771.778086_3445.402956,0.518535799,0.000106656,0.403057788,0.078086446,0.000106656,0.000106656
-2771.778086_3545.402956,0.561238315,0.000257298,0.330453062,0.088341643,0.019452385,0.000257298
-2771.778086_3645.402956,0.42216833,0.072285494,0.210809508,0.145516618,0.149133368,8.67E-05
-2771.778086_3745.402956,0.663416141,0.000408014,0.138821946,0.175061193,0.021884693,0.000408014
-2771.778086_3845.402956,0.370847124,0.209505759,0.193983677,0.103924922,0.047459994,0.074278524
-2771.778086_3945.402956,0.126018807,8.08E-06,8.08E-06,0.02726375,8.08E-06,0.846693211
-2771.778086_4045.402956,0.216052047,0.074483308,0.000825533,0.000825533,0.046812475,0.661001104
-2771.778086_4145.402956,0.11363494,0.064640634,0.001561901,0.001561901,0.055442476,0.763158148
-2771.778086_4245.402956,0.412039227,0.001416586,0.334767156,0.001416586,0.075784908,0.174575536
-2871.778086_2745.402956,0.217485238,0.065732319,0.455405387,0.188479388,0.044439096,0.028458572
-2871.778086_2845.402956,0.3191774,0.000716725,0.255082537,0.077577367,0.234573149,0.112872822
-2871.778086_2945.402956,0.325634584,0.05250757,0.327220443,0.20023508,0.060765403,0.03363692
-2871.778086_3045.402956,0.220123879,0.114576592,0.339746057,0.209174413,0.110913454,0.005465606
-2871.778086_3145.402956,0.244183948,7.77E-05,0.471989533,0.130690457,0.127888395,0.025169939
-2871.778086_3245.402956,0.262529154,0.029722761,0.337285833,0.083280367,0.286463601,0.000718284
-2871.778086_3345.402956,0.286929738,0.000189344,0.421161115,0.176746404,0.069315302,0.045658097
-2871.778086_3445.402956,0.236688371,0.000272101,0.482331192,0.120112901,0.010845345,0.14975009
-2871.778086_3545.402956,0.280469962,0.000143554,0.159478004,0.277282746,0.114971756,0.167653978
-2871.778086_3645.402956,0.396573271,0.028173308,0.165004126,0.214673624,0.012692493,0.182883178
-2871.778086_3745.402956,0.442848009,0.023903644,0.247168683,0.224438683,0.061498752,0.000142229
-2871.778086_3845.402956,0.559574802,0.148056644,0.112712426,0.152998988,0.026517226,0.000139913
-2871.778086_3945.402956,0.467270901,0.075768829,0.000344466,0.144361232,0.004210571,0.308044
-2871.778086_4045.402956,0.236613598,0.000558579,0.000558579,0.000558579,0.041082947,0.72062772
-2871.778086_4145.402956,0.03560776,0.000401891,0.000401891,0.000401891,0.014497448,0.94868912
-2871.778086_4245.402956,0.418581304,0.388772371,0.000946566,0.000946566,0.189806628,0.000946566
-2971.778086_2745.402956,0.485633787,0.061676179,0.195921871,0.216030418,0.04016273,0.000575015
-2971.778086_2845.402956,0.320730133,0.098144728,0.232078487,0.237014027,0.081306345,0.03072628
-2971.778086_2945.402956,0.413042942,0.089663871,0.227983744,0.167958276,0.101327981,2.32E-05
-2971.778086_3045.402956,0.323308706,0.108635305,0.278813602,0.19176767,0.097450006,2.47E-05
-2971.778086_3145.402956,0.261934808,0.131648076,0.333450947,0.219315579,0.05295531,0.000695279
-2971.778086_3245.402956,0.339328878,0.099035921,0.404510285,0.14016492,0.016869113,9.09E-05
-2971.778086_3345.402956,0.449429957,0.035115674,0.176682828,0.090582332,0.153178397,0.095010812
-2971.778086_3445.402956,0.222569929,0.07314652,0.294970129,0.234159319,0.175010045,0.000144059
-2971.778086_3545.402956,0.239999997,0.113397294,0.375195999,0.232939161,0.027649914,0.010817635
-2971.778086_3645.402956,0.301615271,0.10473649,0.473951075,0.097352703,0.022143004,0.000201457
-2971.778086_3745.402956,0.334610153,0.079670167,0.241762968,0.185618229,0.06703295,0.091305533
-2971.778086_3845.402956,0.387463608,0.078557038,0.232910061,0.243760452,0.053419273,0.003889567
-2971.778086_3945.402956,0.398919329,1.29E-05,0.324939669,0.115759221,0.041649373,0.11871953
-2971.778086_4045.402956,0.386391187,0.14251312,0.115368115,0.129444426,0.052753343,0.173529809
-2971.778086_4145.402956,0.436528512,0.067955602,0.06306487,0.162007617,0.027360672,0.243082728
-2971.778086_4245.402956,0.535382071,0.000130397,0.000130397,0.10269452,0.082521729,0.279140886
-3071.778086_2745.402956,0.451657195,0.06490097,0.21086406,0.209683774,0.025116626,0.037777375
-3071.778086_2845.402956,0.327994204,0.155168166,0.252127865,0.225434188,0.038720598,0.000554979
-3071.778086_2945.402956,0.326045626,0.203122724,0.246572253,0.12034938,0.017863387,0.086046631
-3071.778086_3045.402956,0.350527183,0.117588398,0.275393039,0.076072054,0.034713687,0.145705638
-3071.778086_3145.402956,0.413387302,0.170738301,0.228042667,0.100416806,0.038691499,0.048723426
-3071.778086_3245.402956,0.415044214,0.058376721,0.377772282,0.117987003,0.022682612,0.008137167
-3071.778086_3345.402956,0.345556217,0.026823563,0.211130482,0.101898237,0.232977532,0.081613968
-3071.778086_3445.402956,0.154711478,0.000482883,0.479726895,0.300662326,0.016048918,0.0483675
-3071.778086_3545.402956,0.324860411,0.131785165,0.259380751,0.091510911,0.136560836,0.055901926
-3071.778086_3645.402956,0.486703619,0.148396602,0.174436695,0.116547974,0.07308137,0.00083374
-3071.778086_3745.402956,0.321821584,0.000249434,0.398157688,0.183728179,0.007452899,0.088590216
-3071.778086_3845.402956,0.270334845,0.000215557,0.445032349,0.258367366,0.025834327,0.000215557
-3071.778086_3945.402956,0.585963227,8.00E-05,0.264461677,0.104964519,0.044450512,8.00E-05
-3071.778086_4045.402956,0.437157531,0.087260474,0.206401386,0.172585405,0.016214703,0.080380502
-3071.778086_4145.402956,0.311846607,0.178267086,0.000242218,0.056592164,0.073668767,0.379383158
-3071.778086_4245.402956,0.180971507,0.081513687,2.98E-05,0.003103169,2.98E-05,0.734351982
-3171.778086_2745.402956,0.478311381,0.089114535,0.125830627,0.165580107,0.047785197,0.093378153
-3171.778086_2845.402956,0.37151133,0.064655581,0.160451461,0.125886852,0.026460851,0.251033924
-3171.778086_2945.402956,0.499382595,0.108226455,0.113630823,0.058480792,0.005651047,0.214628288
-3171.778086_3045.402956,0.228634764,0.14036575,0.170935608,0.158822532,0.017982736,0.28325861
-3171.778086_3145.402956,0.283685217,0.134420639,0.279060408,0.164220272,0.05234096,0.086272504
-3171.778086_3245.402956,0.199818678,0.171387824,0.051290965,0.125972471,0.224841027,0.226689035
-3171.778086_3345.402956,0.393358735,0.082251684,0.219544443,0.247998535,0.03636391,0.020482692
-3171.778086_3445.402956,0.443204728,0.206987831,0.045946614,0.098840112,0.204961439,5.93E-05
-3171.778086_3545.402956,0.254038325,0.154189765,0.243216236,0.147601083,0.200781785,0.000172807
-3171.778086_3645.402956,0.451664205,4.74E-05,0.397642203,0.120571571,0.008060856,0.022013779
-3171.778086_3745.402956,0.409073601,0.035978326,0.381913637,0.126101285,0.046861388,7.18E-05
-3171.778086_3845.402956,0.203981537,0.064348548,0.547995026,0.15163397,0.031870178,0.000170742
-3171.778086_3945.402956,0.242694957,0.043971023,0.372316333,0.268554906,0.061693011,0.01076977
-3171.778086_4045.402956,0.457019683,0.133561478,0.111640437,0.233469683,0.060487561,0.003821158
-3171.778086_4145.402956,0.372660744,0.134155358,0.000217329,0.099432195,0.020631361,0.372903013
-3171.778086_4245.402956,0.184657884,0.072802181,0.105666534,0.068928648,0.101239331,0.466705422
-3271.778086_2745.402956,0.498560253,0.012781542,0.157073873,0.184207464,0.054507856,0.092869013
-3271.778086_2845.402956,0.381204744,0.223623788,0.232318405,0.144855987,0.017733736,0.000263341
-3271.778086_2945.402956,0.473322272,0.079003433,0.334574679,0.078151949,0.034872673,7.50E-05
-3271.778086_3045.402956,0.206912608,0.040971571,0.234962244,0.077984096,0.124494508,0.314674973
-3271.778086_3145.402956,0.31044878,0.000374474,0.371630297,0.141840507,0.000374474,0.175331467
-3271.778086_3245.402956,0.357099453,0.092194309,0.071793077,0.190355789,0.03310052,0.255456851
-3271.778086_3345.402956,0.232989507,0.104424723,0.221672849,0.138613591,0.017232869,0.285066461
-3271.778086_3445.402956,0.389462097,0.188915418,0.097554896,0.126655305,0.076430515,0.120981768
-3271.778086_3545.402956,0.101645539,0.09248621,0.531941473,0.175198766,0.087862317,0.010865694
-3271.778086_3645.402956,0.206526135,6.01E-05,0.333729507,0.137313142,0.317437199,0.004933933
-3271.778086_3745.402956,0.511871787,6.49E-05,0.281771395,0.116271238,0.089927635,9.30E-05
-3271.778086_3845.402956,0.076049483,0.028191968,0.279038462,0.083009093,0.455586787,0.078124206
-3271.778086_3945.402956,0.379635745,9.43E-05,0.224337377,0.355364639,0.023246083,0.017321882
-3271.778086_4045.402956,0.407828879,0.053247446,0.216388846,0.187388822,0.134915579,0.000230428
-3271.778086_4145.402956,0.235664036,8.30E-05,0.285342631,0.135386612,0.074888374,0.268635382
-3271.778086_4245.402956,0.401795322,0.047286712,0.104258295,0.108244885,0.012006864,0.326407921
-3371.778086_2745.402956,0.402310974,0.013449074,0.161195881,0.096107479,0.01783136,0.309105231
-3371.778086_2845.402956,0.386765044,0.163960071,0.154893261,0.082605521,0.054726348,0.157049755
-3371.778086_2945.402956,0.253119244,0.054596405,0.241345586,0.084645679,0.000135325,0.366157761
-3371.778086_3045.402956,0.318576805,0.113205693,0.081157,0.180903118,0.305943766,0.000213618
-3371.778086_3145.402956,0.315537555,0.163182411,0.064742995,0.059707802,0.003528997,0.39330024
-3371.778086_3245.402956,0.278741187,0.043249988,0.236530336,0.158074177,0.283078557,0.000325755
-3371.778086_3345.402956,0.055489097,0.068407443,0.427311552,0.091524743,0.319581239,0.037685927
-3371.778086_3445.402956,0.286484961,0.000286648,0.234239867,0.135628786,0.197528441,0.145831297
-3371.778086_3545.402956,0.367805455,0.000497454,0.202618083,0.054812241,0.208360448,0.165906318
-3371.778086_3645.402956,0.381643451,0.072745918,0.201219263,0.175514088,0.022955795,0.145921483
-3371.778086_3745.402956,0.338206745,0.000431528,0.294408438,0.177801135,0.036973371,0.152178784
-3371.778086_3845.402956,0.336934812,0.000134708,0.306221522,0.193786205,0.162788046,0.000134708
-3371.778086_3945.402956,0.462733443,0.174427987,0.109006171,0.200974027,0.007413554,0.045444817
-3371.778086_4045.402956,0.296496088,0.212200756,0.121749676,0.152830157,0.216267309,0.000456014
-3371.778086_4145.402956,0.201354896,0.000183233,0.626816825,0.163709775,0.000183233,0.007752038
-3371.778086_4245.402956,0.521907824,0.000220004,0.257210364,0.068315499,0.006002882,0.146343427
-3471.778086_2745.402956,0.31195487,0.185065607,0.215395115,0.249720554,0.036741479,0.001122375
-3471.778086_2845.402956,0.274687339,0.173263792,2.27E-05,0.103241745,0.018332756,0.430451673
-3471.778086_2945.402956,0.168572905,0.078331155,0.000151918,0.093537077,0.325812257,0.333594687
-3471.778086_3045.402956,0.312871253,0.000113524,0.128512333,0.091710644,0.262243761,0.204548485
-3471.778086_3145.402956,0.376531757,0.000276104,0.232541966,0.161843163,0.030515254,0.198291756
-3471.778086_3245.402956,0.690262444,2.71E-05,3.17E-05,0.056575017,2.10E-05,0.25308283
-3471.778086_3345.402956,0.240805633,0.062251306,0.088020973,0.102940952,0.023159785,0.482821352
-3471.778086_3445.402956,0.28002177,0.129682936,0.09387927,0.138260046,0.068162249,0.289993729
-3471.778086_3545.402956,0.401268815,0.135316717,0.105298809,0.241710373,0.075894648,0.040510637
-3471.778086_3645.402956,0.376227168,0.000958689,0.133951614,0.316000195,0.033880132,0.138982201
-3471.778086_3745.402956,0.437769366,0.101155414,0.249174156,0.167806741,0.011155112,0.03293921
-3471.778086_3845.402956,0.281656851,0.000106062,0.277464721,0.169994984,0.008987625,0.261789757
-3471.778086_3945.402956,0.401626497,0.000832511,0.096356938,0.326861783,0.074311015,0.100011256
-3471.778086_4045.402956,0.438520336,0.022818987,0.311609929,0.090136876,0.072304318,0.064609552
-3471.778086_4145.402956,0.474699035,0.000351353,0.066113142,0.258141535,0.000351353,0.200343582
-3471.778086_4245.402956,0.252317199,0.000176801,0.293821043,0.301940818,0.151567338,0.000176801
1179.730793_2730.950073,0.391862404,0.223573333,0.00045942,0.176262373,0.013696642,0.194145827
1179.730793_2830.950073,0.448887492,0.000106928,0.195468006,0.227652979,0.000544626,0.127339969
1179.730793_2930.950073,0.300581391,0.00010526,0.147704638,0.009692272,0.015440706,0.526475733
1179.730793_3030.950073,0.202318276,0.202278346,0.26546482,0.145913958,0.065209921,0.118814679
1179.730793_3130.950073,0.559528222,0.033149942,0.045395846,0.173874901,0.187712838,0.000338251
1179.730793_3230.950073,0.345572791,0.000114252,0.184317474,0.096993726,0.000114252,0.372887504
1179.730793_3330.950073,0.495987271,0.151368686,0.152322536,0.139974125,0.018741606,0.041605775
1179.730793_3430.950073,0.299742472,0.000370091,0.256147453,0.184374455,0.000370091,0.258995436
1179.730793_3530.950073,0.293598457,0.00049339,0.374620076,0.261855065,0.050507454,0.018925558
1179.730793_3630.950073,0.159657696,0.094598612,0.546593058,0.105226842,0.093409324,0.000514467
1179.730793_3730.950073,0.382871907,9.04E-05,0.369705966,0.167805792,0.07943559,9.04E-05
1179.730793_3830.950073,0.330222507,0.0001657,0.259144255,0.1399876,0.083146486,0.187333452
1179.730793_3930.950073,0.186801759,0.118475659,0.49992588,0.164075742,0.030646403,7.46E-05
1179.730793_4030.950073,0.210927817,0.001283753,0.400813027,0.168463309,0.151967372,0.066544721
1179.730793_4130.950073,0.196481733,2.32E-05,0.522287207,0.27200912,0.007854551,0.001344205
1179.730793_4230.950073,0.293686126,0.110388623,0.249237135,0.316223674,0.029524077,0.000940365
1279.730793_2730.950073,0.444704901,0.033852574,8.76E-05,0.041419949,0.083830019,0.396104908
1279.730793_2830.950073,0.397329501,0.07615261,0.081243342,0.151259306,0.269746594,0.024268646
1279.730793_2930.950073,0.396006243,0.044899354,0.003507098,0.058623077,0.034123019,0.462841209
1279.730793_3030.950073,0.325835274,0.146646509,0.247949335,0.217568013,0.061724109,0.000276761
1279.730793_3130.950073,0.383970633,0.156044961,0.000309683,0.118271914,0.173974585,0.167428225
1279.730793_3230.950073,0.075478851,0.000374517,0.264821142,0.097394113,0.132142766,0.429788611
1279.730793_3330.950073,0.246681234,0.272685523,0.000473424,0.086866347,0.042986994,0.350306477
1279.730793_3430.950073,0.301745099,0.036529172,0.463960521,0.128959023,0.068197238,0.000608946
1279.730793_3530.950073,0.544779473,0.053875047,0.306691889,0.052244512,0.041853489,0.00055559
1279.730793_3630.950073,0.374597406,0.128972285,0.146563396,0.093528627,0.255920297,0.000417988
1279.730793_3730.950073,0.176646692,0.000183829,0.264524912,0.161818814,0.210865221,0.185960532
